id,name,year,rating,rank,min_players,max_players,min_gameplay_time,max_gameplay_time,min_age,complexity_weight,category,mechanisms,type,BGG_link,store_names,store_prices,links_to_buy,availability,international_store
3370,Battle of Atlanta: War Centennial Game,1960.0,5.0,,2.0,2.0,120.0,120.0,12.0,,American Civil War;Wargame,Hex-and-Counter;Simulation,Cities: Atlanta (Georgia USA),,,,,,
3371,Runebound (First Edition),2004.0,6.2,2476.0,2.0,6.0,120.0,120.0,12.0,2.52,Adventure;Exploration;Fantasy;Fighting;Medieval,Dice Rolling,The Realms of Terrinoth;Runebound,,,,,,
3372,Tangoes,1980.0,5.8,6896.0,1.0,2.0,10.0,10.0,5.0,1.54,Puzzle;Real-time,Pattern Building,Tangram Games,,,,,,
3373,Moskitojagd,1985.0,4.7,,1.0,4.0,10.0,10.0,4.0,1.0,Action / Dexterity;Animals;Children's Game;Electronic;Humor;Real-time,Simultaneous Action Selection,Animals: Flies,,,,,,
3374,Pick-A-Winner Card Game,1992.0,5.3,,2.0,4.0,20.0,20.0,6.0,,Card Game;Memory;Movies / TV / Radio theme,Hand Management;Memory;Set Collection,,,,,,,
3375,Fish Stories,1980.0,,,1.0,6.0,30.0,30.0,,,Animals;Card Game,,Animals: Fishes,,,,,,
3376,Au fil de l'épée,2002.0,7.4,4181.0,2.0,2.0,60.0,60.0,12.0,2.59,Medieval;Wargame,Hex-and-Counter,Au fil de l'épée;Magazine: Vae Victis,,,,,,
3377,Buffalo Chips,1981.0,5.8,,2.0,10.0,30.0,30.0,10.0,1.0,Card Game,,,,,,,,
3378,Paris vaut bien une Messe! Les Guerres de Religion 1562-1598,2003.0,6.8,7405.0,2.0,2.0,60.0,60.0,12.0,2.67,Renaissance;Wargame,,Age of Kings;Cities: Paris (France);Magazine: Vae Victis;Musket & Pike Battle Series,,,,,,
3379,Moscow! Auction!,1991.0,5.0,,3.0,8.0,90.0,90.0,,,Dice;Economic;Political,Auction/Bidding;Dice Rolling;Roll / Spin and Move,Cities: Moscow;Country: Russia,,,,,,
3380,Kapu,1958.0,4.5,,2.0,4.0,30.0,30.0,8.0,,Card Game;Travel,Card Drafting;Set Collection,,,,,,,
3381,Campaign!: The American Go Game,1961.0,4.3,,2.0,2.0,45.0,45.0,,1.0,Abstract Strategy;American Civil War;Wargame,Area Enclosure;Dice Rolling,,,,,,,
3382,Monster Dinner,1992.0,5.5,,3.0,6.0,30.0,30.0,,,Bluffing;Horror;Humor;Racing,Rock-Paper-Scissors;Simultaneous Action Selection,Monsters,,,,,,
3383,Name Burst,1992.0,6.2,7128.0,3.0,10.0,30.0,30.0,10.0,1.83,Party Game;Trivia,Partnerships,,,,,,,
3384,Snare,1954.0,4.8,,2.0,8.0,45.0,45.0,,,Card Game;Word Game,Set Collection,,,,,,,
3385,Exodus: The Game of Passover,2000.0,,,,,60.0,60.0,8.0,,Religious,Roll / Spin and Move,,,,,,,
3386,The Whole Megillah,2004.0,,,,,60.0,60.0,,,Religious,Card Drafting,,,,,,,
3387,Barbarossa 1941,2002.0,6.4,8738.0,2.0,2.0,120.0,120.0,12.0,3.0,Wargame;World War II,Hex-and-Counter,Magazine: Vae Victis,,,,,,
3388,Batailles pour le Canada,2002.0,6.2,9017.0,2.0,2.0,90.0,90.0,12.0,2.6,Age of Reason;Wargame,Hex-and-Counter,Age of Kings;French and Indian War;Magazine: Vae Victis,,,,,,
3389,Verdun 1916,2002.0,5.9,9688.0,2.0,2.0,120.0,120.0,12.0,2.33,Wargame;World War I,Hex-and-Counter,Cities: Verdun;Magazine: Vae Victis,,,,,,
3390,Jours de gloire Campagne II: La Pologne,2002.0,7.3,7147.0,1.0,2.0,120.0,120.0,12.0,2.57,Napoleonic;Wargame,Point to Point Movement,Jours de Gloire Campagne;Magazine: Vae Victis,,,,,,
3391,Plutôt mort que Perse !,2003.0,5.8,9985.0,2.0,2.0,120.0,120.0,12.0,2.3,Ancient;Wargame,Action Point Allowance System;Area Movement,Magazine: Vae Victis,,,,,,
3392,Smack-it,1978.0,6.6,,2.0,4.0,30.0,30.0,5.0,1.0,Action / Dexterity;Dice,Dice Rolling,,,,,,,
3393,Ardennes 1944,2003.0,6.7,,2.0,2.0,120.0,120.0,12.0,2.33,Wargame;World War II,Hex-and-Counter,Magazine: Vae Victis;VaeVictis WWII Operational series;World War 2: Battle of the Bulge,,,,,,
3394,Corner the Market,1999.0,4.0,,2.0,6.0,120.0,120.0,12.0,2.0,Dice;Economic,Commodity Speculation;Stock Holding,,,,,,,
3395,Spongebob Squarepants Card Game,2003.0,3.4,,2.0,5.0,10.0,10.0,4.0,1.0,Animals;Card Game;Children's Game;Movies / TV / Radio theme,Hand Management;Set Collection,TV Series: Spongebob Squarepants,,,,,,
3396,Shut the Box,1750.0,5.0,12659.0,2.0,4.0,30.0,30.0,8.0,1.09,Dice;Math,Dice Rolling,Shut the Box,,,,,,
3397,Clue Jr.: The Case of the Missing Cake,2003.0,5.3,11904.0,2.0,6.0,30.0,30.0,5.0,1.26,Children's Game;Deduction;Murder/Mystery,Roll / Spin and Move,Cluedo;Food / Cooking,,,,,,
3398,Champs de Bataille IV: Asie,2003.0,6.6,,2.0,2.0,45.0,45.0,12.0,2.27,Medieval;Wargame,Hex-and-Counter,Champs de Bataille system;Magazine: Vae Victis,,,,,,
3399,Jours de gloire Campagne III: Les Campagnes de France 1792/1814,2003.0,7.4,6801.0,1.0,2.0,120.0,120.0,12.0,2.54,Napoleonic;Wargame,,Jours de Gloire Campagne;Magazine: Vae Victis,,,,,,
3400,Strat-O-Matic Pro Basketball,1973.0,6.8,4532.0,2.0,2.0,90.0,90.0,11.0,2.56,Sports,,Sports: Basketball,,,,,,
3401,Hubbub: The Game of Sound Mind &  Body,2003.0,6.3,,4.0,20.0,90.0,90.0,8.0,1.0,Action / Dexterity;Party Game;Word Game,Acting;Dice Rolling;Paper-and-Pencil,,,,,,,
3402,Vegas 21,2001.0,3.7,,1.0,1.0,20.0,20.0,8.0,,Dice,Dice Rolling,Cities: Las Vegas (Nevada USA),,,,,,
3403,The Russo-Japanese War,2004.0,7.9,5452.0,1.0,2.0,360.0,360.0,12.0,4.11,Miniatures;Nautical;Post-Napoleonic;Wargame,Dice Rolling;Hex-and-Counter;Point to Point Movement;Secret Unit Deployment;Simulation,Country: Japan,,,,,,
3404,Quinto,2003.0,6.6,,2.0,10.0,60.0,60.0,10.0,,Card Game;Party Game,,,,,,,,
3405,Babel,2000.0,6.7,862.0,2.0,2.0,45.0,60.0,12.0,2.4,Ancient;Card Game;City Building,Hand Management;Set Collection,Kosmos two-player series,,,,,,
3406,Jours de gloire Campagne: Le Danube,2001.0,7.0,6818.0,1.0,2.0,120.0,120.0,12.0,2.53,Napoleonic;Wargame,Point to Point Movement,Jours de Gloire Campagne;Magazine: Vae Victis;Rivers: Danube,,,,,,
3407,France 1940,2001.0,6.2,8968.0,2.0,2.0,120.0,120.0,12.0,2.75,Wargame;World War II,Hex-and-Counter,Country: France;Magazine: Vae Victis,,,,,,
3408,Dien Bien Phu 1954,2000.0,6.9,,2.0,2.0,120.0,120.0,12.0,2.4,Vietnam War;Wargame,Area Movement,First Indochina war;Magazine: Vae Victis,,,,,,
3409,Champs de Bataille III: D'Alexandre à Hannibal,2000.0,6.8,7586.0,2.0,2.0,60.0,60.0,12.0,2.3,Ancient;Wargame,Hex-and-Counter,Ancient Rome;Champs de Bataille system;Country: Greece;Magazine: Vae Victis,,,,,,
3410,Miracle sur la Loire: Jeanne d'Arc à Orléans,2000.0,5.7,,2.0,2.0,60.0,60.0,12.0,1.6,Medieval;Wargame,Area Movement,Cities: Orléans (France);Country: France;Magazine: Vae Victis;Rivers: Loire,,,,,,
3411,Zürich 1799,1999.0,7.6,4690.0,2.0,2.0,90.0,90.0,12.0,2.56,Napoleonic;Wargame,Dice Rolling;Hex-and-Counter,Cities: Zurich;Country: Switzerland;Jours de Gloire Series;Magazine: Vae Victis,,,,,,
3412,Normandie 1944,1999.0,7.0,6817.0,2.0,2.0,10.0,10.0,12.0,2.9,Wargame;World War II,Hex-and-Counter,Country: France;Magazine: Vae Victis,,,,,,
3413,Poitiers 1356 et Formigny 1450,1999.0,7.2,5180.0,2.0,2.0,45.0,45.0,12.0,2.07,Medieval;Wargame,Hex-and-Counter,Au fil de l'épée;Magazine: Vae Victis,,,,,,
3414,Tobrouk 1941-1942,2000.0,5.1,,2.0,2.0,120.0,120.0,12.0,2.6,Wargame;World War II,Hex-and-Counter,Magazine: Vae Victis,,,,,,
3415,De Bull Run à Appomatox,2001.0,6.7,,2.0,2.0,120.0,120.0,12.0,2.8,American Civil War;Civil War;Wargame,Area Movement,Magazine: Vae Victis,,,,,,
3416,Kingmaker,1974.0,6.4,1514.0,2.0,7.0,240.0,240.0,12.0,3.07,Medieval;Political;Renaissance;Wargame,Area Movement;Voting,Cities: Canterbury;Country: England;Wars of the Roses,,,,,,
3417,Marengo 1800,2000.0,7.4,5395.0,2.0,2.0,120.0,120.0,12.0,2.71,Napoleonic;Wargame,Hex-and-Counter,Jours de Gloire Series;Magazine: Vae Victis,,,,,,
3418,Les Croisades,1997.0,6.3,,2.0,2.0,90.0,90.0,12.0,2.67,Medieval;Wargame,Hex-and-Counter,Magazine: Vae Victis,,,,,,
3419,Musical Attractions,1987.0,,,2.0,2.0,30.0,30.0,12.0,,Memory;Music;Trivia,Co-operative Play;Memory;Partnerships,Music Making & Makers,,,,,,
3420,Disorderly Conduct The Game,1993.0,5.7,,4.0,4.0,45.0,45.0,18.0,,Party Game,Acting;Co-operative Play;Partnerships;Role Playing;Simulation,,,,,,,
3421,Punch Your Lights Out,1988.0,,,1.0,2.0,10.0,10.0,,,Electronic;Number,Area-Impulse;Pattern Recognition;Simultaneous Action Selection,,,,,,,
3422,Get Over It,1995.0,3.9,,4.0,4.0,10.0,10.0,8.0,1.0,Action / Dexterity,Co-operative Play;Hand Management;Pick-up and Deliver,,,,,,,
3423,Don't Tip The Waiter,1990.0,5.4,,2.0,4.0,10.0,10.0,,,Action / Dexterity;Children's Game,Roll / Spin and Move,3D Games;Food / Cooking,,,,,,
3424,Waffling,1986.0,2.0,,1.0,4.0,45.0,45.0,,,Children's Game,Pick-up and Deliver;Point to Point Movement;Tile Placement,,,,,,,
3425,Cheers,1992.0,4.5,12063.0,2.0,8.0,60.0,60.0,12.0,1.25,Memory;Movies / TV / Radio theme;Trivia,Memory;Roll / Spin and Move;Set Collection,,,,,,,
3426,Outdoor Life Trivia Game,1985.0,4.3,,2.0,4.0,60.0,60.0,,,Memory;Trivia,Memory;Roll / Spin and Move,,,,,,,
3427,Zapp Zerapp,2000.0,6.1,3865.0,2.0,4.0,30.0,30.0,7.0,1.29,Action / Dexterity;Children's Game;Racing;Real-time,Point to Point Movement,Pachisi-Ludo,,,,,,
3428,Carry On Camping Trivia Game,1986.0,,,2.0,4.0,60.0,60.0,12.0,,Memory;Trivia,Memory;Roll / Spin and Move,,,,,,,
3429,Likes 'N Gripes,1992.0,5.3,,3.0,6.0,30.0,30.0,,1.0,Word Game,Paper-and-Pencil,,,,,,,
3430,Scooby-doo! Mystery Mansion Game,1999.0,3.9,,2.0,4.0,20.0,20.0,6.0,1.0,Children's Game;Memory;Movies / TV / Radio theme,Memory;Pattern Building;Roll / Spin and Move,Animals: Dogs;Cartoons: Hanna-Barbera;TV Series: Scooby-doo,,,,,,
3431,The World's Greatest Game Show,1999.0,6.1,,4.0,4.0,30.0,30.0,,,Movies / TV / Radio theme;Word Game,Acting;Co-operative Play;Partnerships;Pattern Recognition;Simulation;Storytelling,,,,,,,
3432,Rushin' Russian,1991.0,4.5,,2.0,2.0,30.0,30.0,,1.0,Word Game,Paper-and-Pencil;Pattern Recognition,Country: Russia,,,,,,
3433,Put & Take Game,1920.0,3.9,,2.0,2.0,10.0,10.0,,1.0,Children's Game,Pattern Recognition;Set Collection,,,,,,,
3434,La Campagne de la Loire,1997.0,6.3,,2.0,2.0,90.0,90.0,12.0,2.75,Wargame,Hex-and-Counter,Country: France;Magazine: Vae Victis;Rivers: Loire,,,,,,
3435,Run Dinosaur Run,,,,2.0,6.0,20.0,20.0,,,Children's Game;Prehistoric;Racing,Pick-up and Deliver;Point to Point Movement;Roll / Spin and Move,Animals: Dinosaurs,,,,,,
3436,Cuckoo's Nest,1980.0,4.0,,2.0,4.0,20.0,20.0,4.0,,Animals;Children's Game,Roll / Spin and Move;Tile Placement,,,,,,,
3437,Body Language,1975.0,5.0,,3.0,6.0,30.0,30.0,10.0,1.0,Deduction;Movies / TV / Radio theme;Party Game,Acting;Partnerships,Celebrities: Lucille Ball,,,,,,
3438,1848,1998.0,4.5,,2.0,2.0,,,12.0,3.0,Card Game,,,,,,,,
3439,The Riddle Game,1984.0,,,2.0,16.0,30.0,30.0,6.0,1.0,Children's Game;Humor;Memory;Word Game,Memory;Set Collection,,,,,,,
3440,Kool-Aid Kid's Trivia Game,1985.0,4.5,,2.0,2.0,30.0,30.0,,,Children's Game;Memory;Trivia,Memory;Roll / Spin and Move,Promotional Board Games,,,,,,
3441,Go For Broke,1965.0,4.5,12701.0,2.0,4.0,60.0,60.0,10.0,1.11,Economic;Humor,Betting/Wagering;Dice Rolling;Roll / Spin and Move;Stock Holding,,,,,,,
3442,Bathtub Love,2000.0,5.0,,2.0,2.0,30.0,30.0,18.0,1.0,Mature / Adult,,Tube Games,,,,,,
3443,Mother's Helper,1969.0,5.0,,2.0,4.0,20.0,20.0,5.0,1.0,Children's Game,Point to Point Movement;Roll / Spin and Move;Set Collection,,,,,,,
3444,Read My Lips,1990.0,5.2,,4.0,8.0,30.0,30.0,8.0,,Party Game;Word Game,Partnerships;Pattern Recognition;Simulation,,,,,,,
3445,Picture Dominoes,,4.9,11321.0,2.0,4.0,10.0,10.0,,1.0,Animals;Children's Game;Comic Book / Strip;Educational;Movies / TV / Radio theme;Religious,Area-Impulse;Chit-Pull System;Hand Management;Pattern Building;Pattern Recognition,Aladdin;Animals: Mice;Animals: Squirrels;Celebrities: Enid Blyton;Celebrities: Walt Disney;Characters: Babar,,,,,,
3446,Ropes and Ladders,1954.0,2.4,,2.0,4.0,20.0,20.0,6.0,,Children's Game;Dice;Pirates;Racing,Area Movement;Pick-up and Deliver;Point to Point Movement;Roll / Spin and Move,,,,,,,
3447,Tic Tac Toe Times 10,1977.0,3.1,,2.0,2.0,20.0,20.0,7.0,,Abstract Strategy,Area-Impulse;Pattern Building;Tile Placement,n in a row,,,,,,
3448,Saved by the Bell Game,1992.0,4.3,,2.0,6.0,30.0,30.0,9.0,,Children's Game;Movies / TV / Radio theme;Trivia,Roll / Spin and Move;Set Collection,,,,,,,
3449,Fortress America,1986.0,6.7,1100.0,2.0,4.0,180.0,180.0,12.0,2.64,Science Fiction;Wargame,Area Movement;Dice Rolling,Alternate History;Country: USA;Gamemaster Series,,,,,,
3450,90 Grad,2000.0,6.6,,2.0,2.0,15.0,15.0,10.0,2.6,Abstract Strategy,,,,,,,,
3451,The Business Week Game,1977.0,,,2.0,4.0,30.0,30.0,,,Puzzle,Pattern Recognition;Point to Point Movement;Roll / Spin and Move;Set Collection,,,,,,,
3452,Electric Jeopardy Game,1987.0,5.5,10139.0,3.0,4.0,30.0,30.0,10.0,2.0,Memory;Movies / TV / Radio theme;Trivia,Memory;Simultaneous Action Selection,TV Series: Jeopardy!,,,,,,
3453,Christopher Columbus,1992.0,3.2,,2.0,6.0,60.0,60.0,7.0,,Exploration;Renaissance,,Country: Haiti,,,,,,
3454,Whack Attack,1986.0,6.4,,1.0,1.0,10.0,10.0,,1.0,Action / Dexterity;Children's Game,Area-Impulse;Simultaneous Action Selection,,,,,,,
3455,Pinocchio Game,1992.0,7.0,,2.0,4.0,30.0,30.0,4.0,,Children's Game;Fantasy;Movies / TV / Radio theme;Novel-based,Pattern Recognition;Point to Point Movement;Roll / Spin and Move,3D Games;Celebrities: Walt Disney;Characters: Pinocchio,,,,,,
3456,Dakara,1987.0,5.8,,2.0,6.0,45.0,45.0,12.0,3.5,Dice,Betting/Wagering;Roll / Spin and Move,,,,,,,
3457,Dinosaurs Gotta Love Me! Game,1991.0,5.1,,2.0,4.0,20.0,20.0,8.0,1.0,Children's Game;Movies / TV / Radio theme;Prehistoric,Area-Impulse;Pick-up and Deliver;Point to Point Movement;Roll / Spin and Move,3D Games;Animals: Dinosaurs,,,,,,
3458,Kharkov 1943,1999.0,6.5,,2.0,2.0,120.0,120.0,12.0,3.0,Wargame;World War II,Hex-and-Counter,Magazine: Vae Victis;VaeVictis WWII Operational series,,,,,,
3459,Les Pyramides 1798,1998.0,7.0,6400.0,2.0,2.0,60.0,60.0,12.0,2.27,Napoleonic;Wargame,Hex-and-Counter,Jours de Gloire Series;Magazine: Vae Victis,,,,,,
3460,Crète 1941: Opération Merkur,1998.0,6.5,,1.0,2.0,90.0,90.0,12.0,2.5,Wargame;World War II,Area Movement,Country: Greece;Islands: Crete;Magazine: Vae Victis,,,,,,
3461,Wings of War: Watch Your Back!,2005.0,7.0,846.0,2.0,4.0,30.0,30.0,10.0,1.71,Aviation / Flight;Card Game;Wargame;World War I,Action / Movement Programming;Player Elimination;Simulation;Simultaneous Action Selection,Wings of Glory / Wings of War,,,,,,
3462,Falcon's Maze,1986.0,7.1,,2.0,2.0,30.0,30.0,,2.0,Abstract Strategy,Dice Rolling,,,,,,,
3463,Stacrobats,1970.0,5.4,10834.0,1.0,4.0,10.0,10.0,5.0,1.0,Action / Dexterity;Children's Game,Pattern Building,Circus;Ravensburger Spiele Minis,,,,,,
3464,Alésia 52 Av. J.-C.: César contre Vercingétorix,1998.0,6.7,7771.0,2.0,3.0,90.0,90.0,12.0,2.33,Ancient;Wargame,Hex-and-Counter,Ancient Rome;Magazine: Vae Victis,,,,,,
3465,Bliss o' still,1984.0,5.1,,2.0,4.0,10.0,10.0,,1.0,,Betting/Wagering,,,,,,,
3466,Denain 1712,1998.0,6.6,7867.0,2.0,2.0,60.0,60.0,12.0,2.44,Age of Reason;Wargame,Hex-and-Counter,Age of Kings;Magazine: Vae Victis,,,,,,
3467,Arnhem 1944,1997.0,6.6,6579.0,2.0,2.0,90.0,90.0,12.0,2.87,Wargame;World War II,Hex-and-Counter,Cities: Arnhem;Magazine: Vae Victis;VaeVictis WWII Operational series,,,,,,
3468,Meuse 1940,1998.0,5.9,,2.0,2.0,120.0,120.0,12.0,2.43,Wargame;World War II,Hex-and-Counter,Magazine: Vae Victis,,,,,,
3469,Rivoli 1797,1998.0,7.5,4474.0,2.0,2.0,90.0,90.0,12.0,2.5,Napoleonic;Wargame,Hex-and-Counter,Jours de Gloire Series;Magazine: Vae Victis,,,,,,
3470,Godzilla Street Stomping Game,1998.0,2.5,,2.0,4.0,20.0,20.0,5.0,,Card Game;Children's Game;Movies / TV / Radio theme,,Kaiju;Monsters,,,,,,
3471,Alcazar,1978.0,6.2,,2.0,2.0,30.0,30.0,12.0,2.0,Abstract Strategy,Area Enclosure,Ravensburger Traveller Series,,,,,,
3472,Mr. Peter Piper,1996.0,5.3,,2.0,2.0,10.0,10.0,,,Card Game;Humor;Party Game,Dice Rolling;Hand Management;Partnerships;Singing,,,,,,,
3473,Headache,1968.0,4.4,12500.0,2.0,4.0,20.0,20.0,5.0,1.09,Abstract Strategy;Children's Game;Dice,Area Movement;Pick-up and Deliver;Point to Point Movement;Roll / Spin and Move,,,,,,,
3474,Krill,1981.0,4.1,,2.0,6.0,30.0,30.0,9.0,1.5,Animals;Card Game;Educational;Environmental,Hand Management,Animals: Whales,,,,,,
3475,National Enquirer Game,1991.0,4.9,,2.0,4.0,30.0,30.0,14.0,1.0,Humor;Word Game,Pattern Building;Simultaneous Action Selection;Storytelling;Voting,Promotional Board Games,,,,,,
3476,Mr. Pop!,1980.0,4.7,,1.0,6.0,3.0,3.0,3.0,1.0,Children's Game,Pattern Building;Pattern Recognition,,,,,,,
3477,Real to Reel,1989.0,,,2.0,4.0,45.0,45.0,13.0,,Memory;Movies / TV / Radio theme,Memory;Roll / Spin and Move,,,,,,,
3478,Hunting and Fishing Trivia,1985.0,4.4,,2.0,5.0,60.0,60.0,,,Animals;Educational;Environmental;Trivia,Roll / Spin and Move,Sports Trivia;Sports: Fishing / Angling;Sports: Hunting,,,,,,
3479,Adverteasing Junior,1989.0,4.0,,1.0,2.0,20.0,20.0,8.0,,Children's Game;Memory;Trivia,Memory,Adverteasing,,,,,,
3480,Charades for Dummies Game,1998.0,4.3,,3.0,4.0,30.0,30.0,,1.0,Party Game,Acting,Charades;Games for Dummies,,,,,,
3481,Press Ups,1974.0,5.1,,2.0,2.0,20.0,20.0,,2.0,Abstract Strategy,,Clipper Duel Serie,,,,,,
3482,An den Ufern des Nils,1994.0,6.3,4291.0,2.0,5.0,60.0,60.0,12.0,2.35,Farming,Action Point Allowance System,Rivers: Nile,,,,,,
3483,Screen Challenge,1991.0,3.5,,2.0,6.0,30.0,30.0,,,Memory;Movies / TV / Radio theme;Trivia,Memory;Paper-and-Pencil;Roll / Spin and Move,,,,,,,
3484,Monopoly: Harley-Davidson 95th Anniversary,1998.0,5.1,,2.0,8.0,120.0,120.0,8.0,,Economic;Negotiation,Auction/Bidding;Roll / Spin and Move;Set Collection;Trading,Monopoly;Motorcycle,,,,,,
3485,Champs de bataille: Soissons 486 et Poitiers 732,1996.0,6.5,7643.0,2.0,2.0,60.0,60.0,12.0,2.3,Medieval;Wargame,Hex-and-Counter,Champs de Bataille system;Magazine: Vae Victis,,,,,,
3486,The Game of Top Ten Lists,1995.0,6.8,,2.0,4.0,30.0,30.0,8.0,,Word Game,Partnerships;Pattern Recognition;Storytelling;Voting,,,,,,,
3487,Sculptivity,1987.0,4.5,,4.0,4.0,45.0,45.0,,,Action / Dexterity;Party Game,Partnerships;Roll / Spin and Move,Play Dough/Clay Games,,,,,,
3488,Monopoly: NASCAR 50th Anniversary,1998.0,4.8,,2.0,8.0,120.0,120.0,8.0,2.0,Economic;Negotiation;Sports,Auction/Bidding;Roll / Spin and Move;Set Collection;Trading,Monopoly;Sports: Auto Racing,,,,,,
3489,Trifles,1985.0,2.7,,2.0,4.0,30.0,30.0,,,Memory;Trivia,Memory;Roll / Spin and Move;Tile Placement,,,,,,,
3490,Hospital Hilarity,1990.0,3.5,,2.0,6.0,45.0,45.0,10.0,,Educational;Humor;Medical;Trivia,Pick-up and Deliver;Point to Point Movement,,,,,,,
3491,Smath,1978.0,4.1,12180.0,2.0,4.0,45.0,45.0,6.0,2.33,Educational;Math,Tile Placement,,,,,,,
3492,Annie,1981.0,5.0,,2.0,4.0,20.0,20.0,6.0,,Children's Game;Movies / TV / Radio theme,Co-operative Play;Roll / Spin and Move;Set Collection,,,,,,,
3493,Auf Trab im Sulkydrom,1998.0,4.9,,2.0,8.0,30.0,30.0,10.0,1.5,Racing;Sports,,Animals: Horses,,,,,,
3494,Candyland Bingo,1978.0,3.9,,2.0,4.0,10.0,10.0,4.0,1.0,Children's Game,Pattern Building;Pick-up and Deliver,Bingo;Food / Cooking,,,,,,
3495,Quick Wit,1938.0,6.7,,,,30.0,30.0,10.0,1.0,Card Game;Trivia;Word Game,,,,,,,,
3496,Rummy and Other Games,1942.0,6.4,,2.0,8.0,30.0,30.0,,4.0,Card Game,Set Collection,Rummy Games,,,,,,
3497,Murder à la carte: Burritos & Bandidos,1996.0,6.5,,6.0,8.0,180.0,180.0,18.0,,American West;Deduction;Murder/Mystery;Party Game;Real-time,Acting;Role Playing,Murder à la carte,,,,,,
3498,Murder à la carte: Brewing Trouble,1994.0,6.0,,6.0,8.0,180.0,180.0,18.0,1.0,Deduction;Murder/Mystery;Party Game;Real-time,Acting;Role Playing,Beer;Murder à la carte,,,,,,
3499,Winner Spinner,1953.0,,,2.0,4.0,10.0,10.0,4.0,,Children's Game,Pattern Recognition;Pick-up and Deliver,Marble Games,,,,,,
3500,Dr. Tangle,1987.0,,,4.0,6.0,10.0,10.0,5.0,,Action / Dexterity;Children's Game;Maze,Co-operative Play;Point to Point Movement,,,,,,,
3501,The Smurf Game,1981.0,4.7,,2.0,4.0,20.0,20.0,6.0,1.33,Children's Game;Comic Book / Strip;Movies / TV / Radio theme,Pick-up and Deliver;Point to Point Movement;Set Collection,3D Games;80's Cartoons;Characters: Smurfs,,,,,,
3502,The Harlem Globetrotters Game,1971.0,4.8,,2.0,4.0,20.0,20.0,8.0,,Children's Game;Movies / TV / Radio theme;Sports,Hand Management;Set Collection,Sports: Basketball,,,,,,
3503,Swamp Thing: Battle For The Bayou Game,1991.0,5.1,,2.0,4.0,30.0,30.0,7.0,1.0,Comic Book / Strip;Movies / TV / Radio theme,Pick-up and Deliver;Point to Point Movement,Comics: DC Universe,,,,,,
3504,Svea Rike: Batalj,1998.0,4.9,,2.0,5.0,180.0,180.0,12.0,2.43,Expansion for Base-game,Campaign / Battle Card Driven;Co-operative Play;Dice Rolling;Simulation,Country: Sweden,,,,,,
3505,Free Willy Game,1995.0,,,2.0,4.0,20.0,20.0,,,Animals;Children's Game;Movies / TV / Radio theme,Pick-up and Deliver;Point to Point Movement;Roll / Spin and Move,Animals: Whales,,,,,,
3506,Snoopy and the Red Baron,1970.0,5.0,,2.0,2.0,10.0,10.0,7.0,1.0,Action / Dexterity;Children's Game;Comic Book / Strip,,Animals: Dogs;Characters: Peanuts,,,,,,
3507,Star Wars Escape From Naboo,1999.0,3.3,,2.0,4.0,20.0,20.0,8.0,,Action / Dexterity;Children's Game;Movies / TV / Radio theme;Science Fiction,Area-Impulse;Point to Point Movement,Star Wars,,,,,,
3508,Raggedy Ann A Little Folks Game,1956.0,4.7,,2.0,4.0,20.0,20.0,4.0,1.0,Card Game;Children's Game;Novel-based,Pattern Recognition;Set Collection,Doll Games,,,,,,
3509,Road Runner Game,1968.0,3.3,,2.0,4.0,20.0,20.0,7.0,1.0,Children's Game;Movies / TV / Radio theme,Roll / Spin and Move,Animals: Cats;Animals: Coyote;Cartoons: Warner Bros.;Characters: Road Runner,,,,,,
3510,Mickey Mouse Game,1976.0,3.1,,3.0,4.0,20.0,20.0,,1.0,Children's Game;Movies / TV / Radio theme,Hand Management;Set Collection;Singing,Animals: Mice;Celebrities: Walt Disney,,,,,,
3511,Dinosaurs and Things,1986.0,3.8,,2.0,4.0,45.0,45.0,8.0,1.0,Children's Game;Educational;Prehistoric;Puzzle;Trivia,Roll / Spin and Move;Set Collection,Animals: Dinosaurs,,,,,,
3512,La Campagne de Gettysburg 1863,1996.0,6.2,,2.0,2.0,120.0,120.0,12.0,2.33,American Civil War;Civil War;Wargame,Point to Point Movement,Magazine: Vae Victis,,,,,,
3513,Cabbage Patch Kids Friends to the Rescue,1984.0,7.0,,2.0,4.0,10.0,10.0,6.0,,Children's Game;Movies / TV / Radio theme,Set Collection,Admin: Better Description Needed!;Cabbage Patch Kids;Doll Games,,,,,,
3514,WCW Nitro Trading Card Game,2000.0,5.2,11065.0,2.0,2.0,10.0,10.0,10.0,1.5,Card Game;Collectible Components;Fighting;Sports,,CCGs (Collectible Card Games);Sports: Wrestling,,,,,,
3515,WCW Full Impact,1999.0,2.0,,2.0,6.0,30.0,30.0,10.0,,Fighting;Sports,,Sports: Wrestling,,,,,,
3516,Year of the Rat: Vietnam 1972,1972.0,6.8,5838.0,2.0,2.0,120.0,120.0,12.0,3.0,Vietnam War;Wargame,Dice Rolling;Hex-and-Counter,Country: Vietnam;Magazine: Strategy & Tactics,,,,,,
3517,Chez Goth,2004.0,6.0,4051.0,2.0,5.0,60.0,60.0,14.0,1.41,Card Game,Set Collection;Take That,Chez Geek,,,,,,
