id,name,year,rating,rank,min_players,max_players,min_gameplay_time,max_gameplay_time,min_age,complexity_weight,category,mechanisms,type,BGG_link,store_names,store_prices,links_to_buy,availability,international_store
3222,Bounce It-In Game,1984.0,6.3,5264.0,2.0,4.0,10.0,10.0,6.0,1.13,Action / Dexterity;Children's Game,Pattern Building,n in a row,,,,,,
3223,Ask Zandar,1992.0,4.6,,1.0,4.0,30.0,30.0,,,Children's Game;Electronic;Humor,,,,,,,,
3224,Alhambra: The Vizier's Favor,2004.0,6.9,,2.0,6.0,45.0,60.0,8.0,2.18,City Building;Expansion for Base-game,Pattern Building;Set Collection;Tile Placement,Alhambra;Cities: Granada;Country: Spain,,,,,,
3225,Sjöfartspelet,1941.0,5.9,,2.0,6.0,60.0,60.0,10.0,1.0,Economic;Nautical;Transportation,Modular Board;Pick-up and Deliver;Roll / Spin and Move,,,,,,,
3226,The Gumby Game,1988.0,,,2.0,4.0,20.0,20.0,6.0,,Children's Game;Movies / TV / Radio theme,Roll / Spin and Move;Set Collection,,,,,,,
3227,The Tiny Tim Game of Beautiful Things,1970.0,,,2.0,4.0,20.0,20.0,,,Children's Game,Roll / Spin and Move;Set Collection,,,,,,,
3228,Where's the Beef?,1984.0,5.2,,2.0,4.0,30.0,30.0,6.0,,Children's Game;Movies / TV / Radio theme,Roll / Spin and Move;Set Collection,Food / Cooking,,,,,,
3229,A Day With Ziggy Game,1977.0,2.9,,2.0,4.0,20.0,20.0,7.0,1.0,Children's Game;Comic Book / Strip,Roll / Spin and Move,,,,,,,
3230,Clue Little Detective,1992.0,3.8,,2.0,4.0,20.0,20.0,3.0,,Children's Game,Roll / Spin and Move,Cluedo,,,,,,
3231,The Little Engine That Could,1989.0,,,2.0,4.0,20.0,20.0,,,Children's Game;Novel-based;Trains,Pick-up and Deliver;Roll / Spin and Move,,,,,,,
3232,The Berenstain Bears Messy Room Game,1989.0,4.7,,2.0,4.0,20.0,20.0,,,Children's Game;Novel-based;Puzzle,Hand Management;Pattern Recognition;Pick-up and Deliver;Tile Placement,Animals: Bears;Characters: The Berenstain Bears,,,,,,
3233,The Waltons Game,1974.0,3.7,,2.0,4.0,30.0,30.0,8.0,1.0,Card Game;Children's Game;Movies / TV / Radio theme,Hand Management,,,,,,,
3234,The Tammy Game,1963.0,5.4,,2.0,4.0,20.0,20.0,,1.0,Card Game;Children's Game;Movies / TV / Radio theme,Hand Management;Set Collection,Doll Games,,,,,,
3235,The Wizard of Oz Game,1974.0,3.4,,2.0,4.0,20.0,20.0,6.0,1.0,Children's Game;Fantasy;Movies / TV / Radio theme;Novel-based,Point to Point Movement;Roll / Spin and Move,Wizard of Oz,,,,,,
3236,Cabbage Patch Kids Bicycle Race Game,1990.0,,,2.0,4.0,20.0,20.0,4.0,,Children's Game;Movies / TV / Radio theme;Racing,Point to Point Movement;Roll / Spin and Move,Cabbage Patch Kids;Doll Games;Sports: Bicycle / Cycling,,,,,,
3237,Conquest of the Empire,1984.0,6.3,2524.0,2.0,6.0,180.0,180.0,10.0,2.51,Ancient;Economic;Wargame,Area Movement;Dice Rolling,Ancient Rome;Gamemaster Series,,,,,,
3238,Gooses Wild,1965.0,4.3,,2.0,2.0,30.0,30.0,10.0,2.0,Dice,Pick-up and Deliver;Point to Point Movement;Roll / Spin and Move;Set Collection,Animals: Geese,,,,,,
3239,M*A*S*H Game,1981.0,3.6,,2.0,4.0,20.0,20.0,7.0,1.0,Children's Game;Medical;Movies / TV / Radio theme,Pick-up and Deliver;Point to Point Movement;Roll / Spin and Move;Set Collection,,,,,,,
3240,Combat Tank Game,1964.0,2.0,,1.0,4.0,20.0,20.0,7.0,,Children's Game;Fighting;World War II,Point to Point Movement;Roll / Spin and Move,,,,,,,
3241,Gnomes,1979.0,6.7,,2.0,4.0,20.0,20.0,6.0,1.33,Children's Game;Fantasy,Point to Point Movement;Roll / Spin and Move,,,,,,,
3242,Cat-opoly,,4.1,12239.0,2.0,6.0,60.0,60.0,8.0,1.67,Economic;Negotiation,Auction/Bidding;Roll / Spin and Move;Set Collection;Trading,Animals: Cats;Monopoly,,,,,,
3243,More Dirty Minds,1991.0,4.4,11769.0,2.0,4.0,120.0,120.0,18.0,1.6,Party Game;Word Game,,,,,,,,
3244,Tis The Season: Christmas Trivia,1988.0,4.7,,1.0,5.0,20.0,20.0,8.0,1.33,Card Game;Trivia,,Holidays: Christmas,,,,,,
3245,Peanut Butter & Jelly,1993.0,4.9,,2.0,4.0,20.0,20.0,5.0,1.0,Children's Game;Racing,Pattern Recognition;Set Collection,Food / Cooking,,,,,,
3246,Portsmouth Harbour Trail Game,1996.0,,,,,45.0,45.0,10.0,,Educational;Nautical,,Country: USA,,,,,,
3247,Take Off,1999.0,5.4,10546.0,2.0,4.0,30.0,30.0,10.0,1.62,Card Game;Transportation,Auction/Bidding,,,,,,,
3248,Re-Loaded Questions,2002.0,6.4,,3.0,6.0,30.0,30.0,13.0,1.0,Expansion for Base-game;Party Game,,Loaded Questions,,,,,,
3249,Baseball Card Game,1989.0,3.3,,2.0,6.0,30.0,30.0,8.0,1.0,Card Game;Sports,,Admin: Better Description Needed!;Sports: Baseball,,,,,,
3250,The Hockey Game,,6.0,,2.0,36.0,60.0,60.0,8.0,2.0,Sports;Trivia,,Admin: Better Description Needed!;Sports: Ice Hockey,,,,,,
3251,LEGO EXPLORE: My First Builder,2002.0,5.3,,2.0,4.0,20.0,20.0,3.0,,Action / Dexterity;Animals;Children's Game;Memory,Memory;Pattern Recognition;Set Collection,LEGO,,,,,,
3252,Crossado,1979.0,5.2,,2.0,4.0,30.0,30.0,8.0,1.0,Dice;Racing,Dice Rolling;Roll / Spin and Move;Tile Placement,,,,,,,
3253,3quence,1999.0,3.5,,2.0,4.0,45.0,45.0,11.0,2.0,Deduction;Educational;Puzzle;Trivia;Word Game,Pattern Recognition,,,,,,,
3254,Texas Trivia,1984.0,3.8,,2.0,5.0,90.0,90.0,12.0,1.0,Educational;Trivia,Roll / Spin and Move,,,,,,,
3255,The Black Hole: Voyage of Fear Game,1979.0,2.7,,2.0,4.0,30.0,30.0,7.0,1.0,Children's Game;Movies / TV / Radio theme;Racing;Science Fiction,Roll / Spin and Move,,,,,,,
3256,Desert Victory,1991.0,5.2,,2.0,2.0,240.0,240.0,14.0,2.0,Modern Warfare;Wargame,Hex-and-Counter,,,,,,,
3257,Seven Deadly Sins,2000.0,3.5,,2.0,7.0,90.0,90.0,18.0,,Fantasy,Card Drafting;Roll / Spin and Move;Simultaneous Action Selection,,,,,,,
3258,Main Battle Area,1985.0,5.5,,2.0,2.0,240.0,240.0,12.0,3.0,Modern Warfare;Wargame,Hex-and-Counter,,,,,,,
3259,Napoleon's Battles Module 1,1990.0,7.0,,2.0,12.0,240.0,240.0,12.0,2.5,Dice;Expansion for Base-game;Fighting;Miniatures;Napoleonic;Wargame,Dice Rolling;Secret Unit Deployment,,,,,,,
3260,Napoleon's Battles Module 2,1994.0,6.9,,2.0,12.0,240.0,240.0,12.0,3.0,Dice;Expansion for Base-game;Fighting;Miniatures;Napoleonic;Wargame,Dice Rolling,,,,,,,
3261,Napoleon's Leipzig Campaign,1994.0,6.2,,1.0,2.0,240.0,240.0,12.0,3.25,Napoleonic,Point to Point Movement;Simulation,Cities: Leipzig,,,,,,
3262,Iron Brigade,1982.0,4.0,,2.0,2.0,240.0,240.0,12.0,3.0,American Civil War;Dice;Wargame,Dice Rolling;Hex-and-Counter,,,,,,,
3263,Monopoly: National Parks Edition,1998.0,4.9,11539.0,2.0,8.0,120.0,120.0,8.0,1.8,Economic;Negotiation,Auction/Bidding;Roll / Spin and Move;Set Collection;Stock Holding;Trading,Monopoly,,,,,,
3264,Electric Baseball,1979.0,3.0,,2.0,2.0,120.0,120.0,8.0,,Action / Dexterity;Sports,,Sports: Baseball,,,,,,
3265,Play Net,1985.0,6.3,,2.0,4.0,60.0,60.0,8.0,4.0,Abstract Strategy;Educational,,,,,,,,
3266,Oxford Dilemma: Word Roll,1999.0,5.8,,,,45.0,45.0,,2.0,Abstract Strategy;Math;Word Game,Dice Rolling,,,,,,,
3267,Reunion,1979.0,1.5,,2.0,6.0,60.0,60.0,8.0,,Children's Game;Educational;Religious,Dice Rolling;Roll / Spin and Move;Storytelling,,,,,,,
3268,Homestretch,1974.0,6.2,,2.0,4.0,20.0,20.0,8.0,1.0,Animals;Children's Game;Racing,Pick-up and Deliver;Point to Point Movement;Roll / Spin and Move,Sports: Horse Racing,,,,,,
3269,Buckaroo!,1970.0,4.6,12655.0,2.0,4.0,10.0,10.0,4.0,1.0,Action / Dexterity;American West;Animals;Children's Game,,3D Games;Animals: Camels;Animals: Cattle;Celebrities: Walt Disney;Rodeo;Toy Story,,,,,,
3270,Mary Hartman Mary Hartman,1977.0,5.0,,2.0,4.0,30.0,30.0,,,Movies / TV / Radio theme,Point to Point Movement;Roll / Spin and Move,,,,,,,
3271,The Great Escape,1967.0,5.1,,2.0,4.0,10.0,10.0,6.0,2.0,Children's Game,Hand Management;Pick-up and Deliver;Roll / Spin and Move,,,,,,,
3272,Rubik's Game,1982.0,4.7,,2.0,6.0,20.0,20.0,7.0,4.0,Abstract Strategy;Puzzle,Co-operative Play,Rubik's Cube,,,,,,
3273,Duell,2004.0,6.4,2517.0,2.0,2.0,30.0,30.0,9.0,1.36,Card Game;Fighting;Sports,Hand Management;Point to Point Movement;Simulation,Ravensburger Fun For 2 Series;Sports: Combat Sports / Martial Arts,,,,,,
3274,Crusader: Battle for Tobruk 1941,1976.0,6.1,9266.0,2.0,2.0,180.0,180.0,12.0,2.4,Dice;Exploration;Wargame;World War II,Dice Rolling;Hex-and-Counter,Country: Libya,,,,,,
3275,Casper the Friendly Ghost Game,1959.0,4.4,,2.0,4.0,20.0,20.0,5.0,1.0,Children's Game;Movies / TV / Radio theme,Roll / Spin and Move,Cartoons: Harvey Comics;Characters: Casper the Friendly Ghost;Ghosts,,,,,,
3276,Roll and Score Dice Derby Game,1977.0,2.3,,2.0,4.0,30.0,30.0,,1.0,Dice,Dice Rolling,Roll and Score,,,,,,
3277,Cross Over The Bridge,1970.0,5.3,,2.0,4.0,20.0,20.0,8.0,1.0,Children's Game,Roll / Spin and Move,,,,,,,
3278,Muppet Babies,1984.0,,,2.0,4.0,20.0,20.0,4.0,,Children's Game;Memory;Movies / TV / Radio theme,Memory;Set Collection,Admin: Better Description Needed!;TV Series: The Muppet Show,,,,,,
3279,An American Tail: Fievel Goes West,1991.0,,,2.0,4.0,20.0,20.0,,,Children's Game;Movies / TV / Radio theme,Roll / Spin and Move,Animals: Mice,,,,,,
3280,Welcome Back Kotter The Up Your Nose With A Rubber Hose Game,1976.0,4.3,,2.0,6.0,30.0,30.0,7.0,1.0,Movies / TV / Radio theme,Roll / Spin and Move;Set Collection,,,,,,,
3281,Hook: The Adventure Game,1991.0,4.4,,2.0,6.0,30.0,30.0,6.0,1.0,Children's Game;Movies / TV / Radio theme;Pirates,Pick-up and Deliver;Roll / Spin and Move,Characters: Peter Pan,,,,,,
3282,The Lion King Sounds of Fun Electronic Game,1993.0,6.0,,2.0,4.0,30.0,30.0,,,Animals;Children's Game;Electronic;Movies / TV / Radio theme;Puzzle,Roll / Spin and Move;Set Collection,Animals: Lions;Celebrities: Walt Disney,,,,,,
3283,Tramway,,5.0,,2.0,6.0,60.0,60.0,,,Transportation,,,,,,,,
3284,The Happy Little Train Game,1957.0,4.0,,2.0,4.0,20.0,20.0,5.0,,Children's Game;Trains,Roll / Spin and Move,,,,,,,
3285,Teeter Flips,1962.0,,,2.0,4.0,10.0,10.0,,1.0,Action / Dexterity;Children's Game,Hand Management;Simultaneous Action Selection,,,,,,,
3286,Lollypop Game,1981.0,2.3,,2.0,4.0,10.0,10.0,3.0,,Children's Game,Area Movement;Pick-up and Deliver;Roll / Spin and Move,,,,,,,
3287,Forest Friends,1956.0,4.3,,2.0,4.0,20.0,20.0,6.0,1.0,Animals;Children's Game,Pick-up and Deliver;Roll / Spin and Move,,,,,,,
3288,The Keep,1983.0,5.8,,3.0,6.0,45.0,45.0,10.0,1.8,Horror;Movies / TV / Radio theme,Co-operative Play,,,,,,,
3289,Hardy Boys Treasure Game,1957.0,6.5,,2.0,4.0,30.0,30.0,6.0,1.0,Adventure;Children's Game;Novel-based,Pick-up and Deliver;Roll / Spin and Move;Set Collection,Mystery Novels;TV Detectives,,,,,,
3290,The Dynomutt Dog Wonder Game,1977.0,3.4,,2.0,4.0,20.0,20.0,7.0,1.0,Children's Game;Movies / TV / Radio theme,Roll / Spin and Move;Set Collection,Animals: Dogs;Cartoons: Hanna-Barbera,,,,,,
3291,Operation 'GREIF',1970.0,6.6,,2.0,2.0,240.0,240.0,12.0,2.0,Dice;Fighting;Wargame;World War II,Dice Rolling;Hex-and-Counter;Secret Unit Deployment,,,,,,,
3292,Stone Protectors,1993.0,2.0,,2.0,5.0,30.0,30.0,,,Children's Game;Fantasy,Point to Point Movement;Roll / Spin and Move;Set Collection,Admin: Better Description Needed!;Doll Games,,,,,,
3293,Solid Gold Music Trivia Game,1984.0,4.8,,2.0,2.0,45.0,45.0,10.0,3.0,Memory;Music;Trivia,Memory;Roll / Spin and Move,Music Making & Makers,,,,,,
3294,Tales of the Crystals,1993.0,8.1,,2.0,4.0,60.0,60.0,,1.5,Adventure;Children's Game;Fantasy,Acting;Co-operative Play;Pick-up and Deliver;Point to Point Movement,Audio Cassette Board Games,,,,,,
3295,Nerf Swish Shot Basketball,1996.0,5.5,,2.0,2.0,10.0,10.0,5.0,1.0,Action / Dexterity;Children's Game;Sports,,NERF;Sports: Basketball,,,,,,
3296,Count Your Blessings,1979.0,6.5,,2.0,6.0,20.0,20.0,,,Religious,Roll / Spin and Move;Set Collection,Mormon,,,,,,
3297,Uniquely New Jersey,1986.0,2.7,,2.0,4.0,30.0,30.0,,,Educational;Memory;Trivia,Memory,Country: USA,,,,,,
3298,Outta Control,1992.0,6.7,,2.0,6.0,30.0,30.0,8.0,1.0,Memory;Party Game;Real-time,Betting/Wagering;Memory;Roll / Spin and Move,,,,,,,
3299,Telephone Tag,1997.0,,,2.0,4.0,30.0,30.0,7.0,1.0,Card Game;Children's Game,Roll / Spin and Move;Set Collection,,,,,,,
3300,Where the Wild Things Are Puzzle Maze Game,1999.0,4.0,,1.0,4.0,10.0,10.0,6.0,1.0,Children's Game;Fantasy;Maze;Novel-based,Modular Board;Pattern Building;Pick-up and Deliver;Tile Placement,,,,,,,
3301,Trivia-Challenge,1984.0,3.9,,2.0,6.0,60.0,60.0,12.0,1.0,Party Game;Trivia,Roll / Spin and Move,,,,,,,
3302,The Three Stooges VCR Game,1986.0,4.8,,3.0,6.0,45.0,45.0,10.0,,Card Game;Humor,Hand Management,Characters: The Three Stooges;VCR Board Games,,,,,,
3303,Panic Button,1978.0,7.0,,2.0,2.0,20.0,20.0,,,Abstract Strategy,Area Movement;Modular Board;Pick-up and Deliver;Point to Point Movement,,,,,,,
3304,Toy Story Toys Away,1996.0,2.7,,2.0,4.0,20.0,20.0,5.0,,Children's Game;Movies / TV / Radio theme,Pick-up and Deliver;Point to Point Movement;Simultaneous Action Selection,Celebrities: Walt Disney;Toy Story,,,,,,
3305,All-in-the-Cards Football,1987.0,6.0,,1.0,2.0,20.0,20.0,8.0,,Card Game;Sports,,Sports: American Football / Gridiron,,,,,,
3306,Sonic the Hedgehog Game,1992.0,4.5,,2.0,4.0,30.0,30.0,6.0,1.0,Children's Game;Video Game Theme,Roll / Spin and Move;Set Collection,Animals: Hedgehogs/Porcupines;Characters: Sonic the Hedgehog;SEGA,,,,,,
3307,The Baby-Sitters Club Mystery Game,1992.0,4.5,,2.0,4.0,30.0,30.0,8.0,,Children's Game;Murder/Mystery;Novel-based,Roll / Spin and Move;Set Collection,,,,,,,
3308,The Baby-Sitters Club Game,1989.0,5.7,,2.0,4.0,30.0,30.0,8.0,1.0,Children's Game;Memory;Novel-based;Trivia,Memory;Roll / Spin and Move;Set Collection,,,,,,,
3309,Sunken Treasure,1976.0,5.3,,2.0,4.0,20.0,20.0,8.0,1.0,Action / Dexterity;Children's Game;Electronic;Nautical,Area-Impulse;Hand Management;Pick-up and Deliver,,,,,,,
3310,Chug-It,1987.0,3.8,,2.0,2.0,20.0,20.0,18.0,2.0,Card Game;Mature / Adult;Party Game,Set Collection,,,,,,,
3311,Dirty Pictures,1987.0,4.6,,3.0,3.0,30.0,30.0,18.0,,Mature / Adult;Party Game,Line Drawing;Roll / Spin and Move,,,,,,,
3312,Mostly Ghostly,1975.0,4.0,,2.0,4.0,10.0,10.0,,1.5,Children's Game;Horror,Pattern Building;Pick-up and Deliver,,,,,,,
3313,Beat the Clock Game,1954.0,3.9,,2.0,4.0,45.0,45.0,8.0,1.0,Action / Dexterity;Movies / TV / Radio theme;Party Game,Acting;Co-operative Play;Hand Management;Pick-up and Deliver,,,,,,,
3314,Pop Yer Top,1968.0,4.3,,2.0,6.0,30.0,30.0,7.0,,Children's Game,Hand Management;Pick-up and Deliver;Point to Point Movement;Press Your Luck,3D Games,,,,,,
3315,Godzilla,1998.0,5.9,9405.0,2.0,4.0,30.0,30.0,6.0,1.0,Animals;Children's Game;Comic Book / Strip;Movies / TV / Radio theme;Racing,Pick-up and Deliver;Point to Point Movement;Roll / Spin and Move,Comics: Marvel Universe;Kaiju;Monsters;Play Dough/Clay Games,,,,,,
3316,Geosafari Game of the States,1995.0,5.5,,2.0,4.0,30.0,30.0,8.0,,Children's Game;Educational;Memory;Travel;Trivia,Area Movement;Memory;Roll / Spin and Move,Country: USA,,,,,,
3317,The Crocodile Hunter Outback Chase Game,2000.0,4.7,,2.0,4.0,20.0,20.0,8.0,1.0,Animals;Children's Game;Movies / TV / Radio theme,Pick-up and Deliver;Roll / Spin and Move;Set Collection,Animals: Alligators / Crocodiles;Country: Australia,,,,,,
3318,Name That State,1988.0,4.1,,2.0,2.0,45.0,45.0,6.0,,Children's Game;Educational;Memory,Memory;Roll / Spin and Move,,,,,,,
3319,Star Wars: Episode I - Jar Jar Binks 3-D Adventure Game,1999.0,2.7,,1.0,1.0,20.0,20.0,6.0,1.0,Children's Game;Movies / TV / Radio theme;Science Fiction,Roll / Spin and Move,3D Games;Star Wars,,,,,,
3320,Cincinnati in a box,,4.0,,2.0,8.0,90.0,90.0,8.0,,Economic;Negotiation,Auction/Bidding;Roll / Spin and Move;Set Collection;Trading,... in a Box;Cities: Cincinnati (Ohio USA);Monopoly,,,,,,
3321,Battle of the Bands: Encore Edition,2004.0,6.3,5766.0,2.0,4.0,30.0,30.0,12.0,1.61,Card Game;Humor;Music;Party Game,Hand Management;Take That,,,,,,,
3322,Pilgrimage,1984.0,4.0,,2.0,6.0,60.0,60.0,8.0,,Educational;Medieval,Roll / Spin and Move,,,,,,,
3323,Cold Days in Hell,2000.0,6.4,,2.0,4.0,300.0,300.0,12.0,3.57,Dice;Fighting;Wargame,Campaign / Battle Card Driven;Dice Rolling;Hex-and-Counter,Empires of Apocalypse series,,,,,,
3324,Twelve Caesars,1997.0,4.6,11511.0,3.0,6.0,30.0,30.0,12.0,,Ancient;Bluffing;Card Game,Auction/Bidding,Ancient Rome,,,,,,
3325,Seven Treasures,2003.0,6.6,,2.0,4.0,20.0,20.0,12.0,1.0,Card Game;Fantasy,,,,,,,,
3326,Beer Money,2004.0,5.8,6180.0,2.0,4.0,10.0,10.0,12.0,1.81,Card Game;Fighting,Take That,,,,,,,
3327,Picture This,1987.0,5.0,,3.0,3.0,45.0,45.0,12.0,,Party Game,,,,,,,,
3328,ASL Action Pack #1,1997.0,8.2,,2.0,2.0,120.0,120.0,14.0,4.24,Expansion for Base-game;Wargame;World War II,Hex-and-Counter,Advanced Squad Leader,,,,,,
3329,The Powerpuff Girls: Saving the World Before Bedtime,2000.0,6.0,5950.0,2.0,4.0,30.0,30.0,8.0,1.2,Card Game;Children's Game;Movies / TV / Radio theme,Dice Rolling;Simultaneous Action Selection,TV Series: The Powerpuff Girls,,,,,,
3330,Triumph and Fall of the Desert Fox,1998.0,6.8,7931.0,1.0,2.0,120.0,120.0,12.0,3.0,Dice;Fighting;Wargame;World War II,Dice Rolling;Hex-and-Counter,Empires of Apocalypse series,,,,,,
3331,¿Pasáran? The Spanish Civil War,2004.0,6.0,9259.0,1.0,2.0,180.0,180.0,12.0,2.36,Card Game;Civil War;Dice;Fighting;Wargame,Area Movement;Campaign / Battle Card Driven;Card Drafting;Dice Rolling,Cities: Ceuta;Country: Spain;Spanish Civil War,,,,,,
3332,Oriente,2004.0,5.8,4540.0,4.0,12.0,20.0,30.0,10.0,2.13,Animals;Bluffing;Card Game;Fighting;Medieval;Negotiation,Partnerships;Variable Player Powers;Voting,Admin: Better Description Needed!;Country: Japan,,,,,,
3333,Hisss,2001.0,5.6,8364.0,2.0,5.0,15.0,15.0,4.0,1.02,Animals;Children's Game;Puzzle,Pattern Building;Tile Placement,Animals: Snakes,,,,,,
3334,Rummoli,1940.0,5.8,8335.0,2.0,8.0,60.0,60.0,6.0,1.24,Bluffing;Card Game,Betting/Wagering,Rummy Games;Stops;Traditional Card Games,,,,,,
3335,Master,1985.0,5.8,,2.0,2.0,90.0,90.0,10.0,,Abstract Strategy;Dice,,,,,,,,
3336,VEX Flag Card Game,2003.0,5.2,,2.0,6.0,20.0,20.0,,1.0,Card Game;Collectible Components,Set Collection,CCGs (Collectible Card Games),,,,,,
3337,Scrab-Trap,1991.0,5.0,,2.0,2.0,30.0,30.0,,,Word Game,Tile Placement,,,,,,,
3338,The Patriot Act Game,2003.0,3.5,,2.0,6.0,60.0,60.0,,,Educational;Negotiation;Political;Spies/Secret Agents,Roll / Spin and Move;Set Collection,,,,,,,
3339,Axis & Allies,1981.0,6.5,1081.0,2.0,5.0,180.0,180.0,12.0,3.03,Economic;Wargame;World War II,Area Movement;Dice Rolling;Partnerships,Axis & Allies;Components: Miniatures;Gamemaster Series,,,,,,
3340,Al Cabohne,2000.0,6.0,3240.0,1.0,2.0,60.0,60.0,12.0,1.74,Card Game;Mafia,Set Collection,Bohnanza,,,,,,
3341,For King and Country: ASL module 5a,2003.0,8.7,,2.0,6.0,240.0,240.0,12.0,4.61,Dice;Expansion for Base-game;Fighting;Wargame;World War II,Dice Rolling;Hex-and-Counter,Advanced Squad Leader,,,,,,
3342,Ostrakon,2004.0,5.9,7046.0,5.0,12.0,60.0,60.0,10.0,1.43,Card Game;Party Game,Voting,,,,,,,
3343,Tuchulcha,2004.0,5.2,11622.0,2.0,4.0,30.0,30.0,8.0,1.76,Dice;Mythology,Dice Rolling;Roll / Spin and Move;Variable Player Powers,,,,,,,
3344,Operation Michael,2002.0,6.7,4804.0,2.0,2.0,180.0,180.0,12.0,2.6,Dice;Fighting;Wargame;World War I,Dice Rolling;Hex-and-Counter,Standard Combat Series,,,,,,
3345,Gettysburg: Badges of Courage,2004.0,7.0,3093.0,2.0,2.0,180.0,180.0,12.0,3.17,American Civil War;Wargame,Area Movement;Area-Impulse;Dice Rolling;Secret Unit Deployment,Block wargames;Columbia's Great Battles of History,,,,,,
3346,Habana Taxi,2004.0,4.7,,3.0,7.0,20.0,20.0,10.0,1.0,Bluffing;Travel,Simultaneous Action Selection,,,,,,,
3347,Pocahontas Pick A Peck Game,1994.0,,,2.0,4.0,10.0,10.0,3.0,,Movies / TV / Radio theme,Set Collection,Admin: Better Description Needed!;Celebrities: Pocahontas,,,,,,
3348,The Hunchback of Notre Dame: Town Square Game,1995.0,4.4,,2.0,4.0,10.0,10.0,10.0,,Children's Game;Movies / TV / Radio theme;Novel-based,Pick-up and Deliver;Point to Point Movement,Celebrities: Walt Disney;The Hunchback of Notre Dame,,,,,,
3349,Solotaire,1973.0,5.4,,1.0,2.0,10.0,10.0,10.0,1.25,Card Game,Hand Management;Pattern Recognition,Celebrities: Lucille Ball;Traditional Card Games,,,,,,
3350,Know Your America,1971.0,3.6,,2.0,4.0,30.0,30.0,,,Children's Game;Educational,Point to Point Movement;Set Collection,Country: USA,,,,,,
3351,Nectar Collector,1978.0,7.0,,2.0,4.0,30.0,30.0,7.0,1.5,Children's Game;Educational,Point to Point Movement;Set Collection,Animals: Bees,,,,,,
3352,What's Missing?,1991.0,5.4,,2.0,6.0,15.0,15.0,4.0,,Children's Game;Educational;Memory,Memory;Pattern Recognition;Secret Unit Deployment,,,,,,,
3353,Gone Fishin',1890.0,4.2,12434.0,1.0,4.0,10.0,10.0,4.0,1.0,Action / Dexterity;Animals;Children's Game;Nautical,Roll / Spin and Move;Set Collection;Simulation,Characters: Max & Moritz;Characters: Popeye the Sailor;Comics: King Features Syndicate;Sports: Fishing / Angling,,,,,,
3354,Getcha,1971.0,,,2.0,6.0,30.0,30.0,21.0,,Card Game;Humor;Mature / Adult;Party Game,Set Collection,,,,,,,
3355,The Robin Hood Game,1991.0,3.8,,2.0,4.0,30.0,30.0,3.0,,Children's Game;Novel-based;Renaissance,Point to Point Movement;Roll / Spin and Move;Set Collection,Characters: Robin Hood,,,,,,
3356,Goosebumps: A Night in Terror Tower Game,1996.0,4.6,,2.0,4.0,20.0,20.0,7.0,1.33,Children's Game;Dice;Horror;Novel-based,Dice Rolling;Pick-up and Deliver,Goosebumps,,,,,,
3357,LEGO Time Cruisers Game,1997.0,5.5,,2.0,4.0,30.0,30.0,8.0,1.0,Children's Game;Science Fiction,Roll / Spin and Move;Set Collection,LEGO;Time Travel,,,,,,
3358,Whatchamacallit,1974.0,4.6,,2.0,4.0,30.0,30.0,6.0,1.0,Memory;Word Game,Memory,Admin: Better Description Needed!,,,,,,
3359,The Secret World of Alex Mack,1997.0,4.5,,2.0,4.0,30.0,30.0,8.0,,Children's Game;Movies / TV / Radio theme,Point to Point Movement,,,,,,,
3360,Thomas the Tank Engine's Railroad Rescue Board Game,1992.0,,,2.0,4.0,30.0,30.0,4.0,,Children's Game;Movies / TV / Radio theme;Novel-based;Trains,Pick-up and Deliver;Point to Point Movement,TV Series: Thomas & Friends,,,,,,
3361,Amoeba Wars,1981.0,6.0,4490.0,2.0,6.0,150.0,150.0,12.0,2.11,Science Fiction;Wargame,Variable Player Powers,,,,,,,
3362,Transaction,1968.0,3.8,,2.0,2.0,60.0,60.0,,3.0,Economic;Educational,Auction/Bidding;Secret Unit Deployment;Simultaneous Action Selection;Stock Holding,,,,,,,
3363,Pro Quarterback,1965.0,7.1,,2.0,4.0,60.0,60.0,,2.0,Sports,Area Movement;Co-operative Play;Point to Point Movement;Secret Unit Deployment,Sports: American Football / Gridiron,,,,,,
3364,Children's Hour,1946.0,5.3,,2.0,4.0,20.0,20.0,5.0,1.0,Animals;Children's Game;Memory,Memory;Set Collection,Animals: Elephants;Animals: Pigs,,,,,,
3365,Advanced Squad Leader: Starter Kit #1,2004.0,7.8,308.0,2.0,2.0,120.0,120.0,13.0,3.73,Wargame;World War II,Dice Rolling;Hex-and-Counter,Advanced Squad Leader;Advanced Squad Leader Starter Kit,,,,,,
3366,Employee of the Month,2004.0,5.2,11905.0,2.0,6.0,20.0,20.0,8.0,1.33,Card Game;Humor;Memory,Auction/Bidding;Memory,,,,,,,
3367,Early American Chrononauts,2004.0,6.6,1873.0,1.0,6.0,45.0,45.0,11.0,1.84,American Civil War;Card Game;Educational;Political;Science Fiction,Modular Board,Chrononauts;Solitaire Games;Time Travel,,,,,,
3368,Goren's Bridge for Two,1964.0,4.1,,2.0,2.0,30.0,30.0,12.0,3.0,Card Game,Auction/Bidding;Trick-taking,Bridge;Traditional Card Games,,,,,,
3369,Viet Nam,1965.0,6.3,,2.0,4.0,120.0,120.0,,,Vietnam War;Wargame,Area Movement;Secret Unit Deployment;Simulation,Country: Vietnam,,,,,,
