id,name,year,rating,rank,num_players,gameplay_time,age,complexity_weight,category,mechanisms,type
bg173,Star Traders,1987,6.3,4508,2-6,120  Min,12+,2.40/5,Economic;Science Fiction,Pick-up and Deliver,
bg174,The Happy Highway Game,1989,3.8,,2-6,20  Min,3+,1.50/5,Card Game;Children's Game;Dice;Educational;Racing,Dice Rolling;Roll / Spin and Move;Storytelling,
bg175,Donkey Kong,1982,5.2,11441,2-4,20  Min,7+,1.08/5,Children's Game;Video Game Theme,Point to Point Movement;Roll / Spin and Move,Animals: Apes / Monkeys;Nintendo
bg176,Aces High,1980,6.4,5714,1-2,30  Min,10+,2.94/5,Aviation / Flight;Wargame;World War I,Action / Movement Programming;Hex-and-Counter;Simultaneous Action Selection,Magazine: Wargamer
bg177,Totally Twister,1997,4.0,,2,10  Min,8+,2.00/5,Action / Dexterity;Children's Game;Electronic;Humor;Party Game;Real-time,Co-operative Play;Partnerships;Pick-up and Deliver;Point to Point Movement;Simultaneous Action Selection,
bg178,Prism Quest,1994,5.0,,2-6,20  Min,,2.00/5,Card Game;Deduction;Dice;Puzzle,Dice Rolling;Pattern Recognition;Set Collection,Admin: Better Description Needed!
bg179,Star Explorer,1982,6.7,7522,1-4,120  Min,12+,2.20/5,Adventure;Science Fiction;Space Exploration,Dice Rolling;Hex-and-Counter;Role Playing;Simulation,
bg180,Bonaparte,1985,5.8,,2-4,300  Min,,0.00/5,Napoleonic,Hex-and-Counter,
bg181,Quicksand,2003,6.1,2731,2-5,10-20  Min,12+,1.17/5,Bluffing;Card Game;Racing,Hand Management;Point to Point Movement,Archaeology;Fantasy Flight Silver Line Games
bg182,Spells & Spell Casters Phantasy Realm Expansion #001,2003,6.7,,2-6,60  Min,12+,2.00/5,Adventure;Dice;Expansion for Base-game;Exploration;Fantasy;Fighting,Chit-Pull System;Dice Rolling;Modular Board;Role Playing;Variable Player Powers,
bg183,J.U.M.P. Into the Unknown,1999,5.3,11252,1-4,120  Min,10+,2.78/5,Science Fiction;Wargame,Secret Unit Deployment,4X games
bg184,Alaric the Goth: Fall of the Western Roman Empire,1980,6.4,,1-7,120  Min,12+,2.00/5,Ancient;Wargame,Area Movement,Ancient Rome
bg185,BattleTech Combat Book Expansion: Basic Terrain Cards,1988,5.7,,2,10  Min,12+,0.00/5,Expansion for Base-game;Fighting;Science Fiction,Simultaneous Action Selection;Variable Player Powers,BattleTech
bg186,Dungeons & Dragons Chainmail,2001,6.1,7381,2-6,60  Min,10+,3.11/5,Dice;Fantasy;Fighting;Miniatures;Wargame,Dice Rolling;Role Playing,Dungeons & Dragons
bg187,BattleTech Combat Book Expansion: Urban Terrain Cards,1991,6.0,,2,10  Min,10+,0.00/5,Expansion for Base-game;Fighting;Science Fiction,Simultaneous Action Selection;Variable Player Powers,BattleTech
bg188,Feudal Lord,1983,7.5,6895,1-16,60  Min,12+,3.15/5,Medieval;Wargame,Area Movement;Dice Rolling,World War Game series
bg189,Holiday Hop!,2000,1.0,,2-5,20  Min,4+,0.00/5,Adventure;Children's Game;Educational,Co-operative Play;Point to Point Movement,
bg190,Batman: Poker gegen Joker,1989,5.6,,2,20  Min,9+,2.00/5,Card Game,,Comics: DC Universe
bg191,Scum: The Food Chain Game,1996,5.8,8533,4-10,45  Min,12+,1.36/5,Card Game,,Climbing Games;Shedding Games;Traditional Card Games
bg192,Busen Memo,2003,4.8,12530,2,10  Min,18+,1.30/5,Mature / Adult;Memory,Memory;Set Collection,
bg193,4th Dimension,1979,5.3,11170,2,45  Min,12+,2.00/5,Abstract Strategy;Science Fiction,Rock-Paper-Scissors,Time Travel
bg194,Diceland: Ogre,2003,6.5,5603,2,10  Min,10+,2.17/5,Action / Dexterity;Collectible Components;Dice;Fighting;Science Fiction,Action Point Allowance System;Dice Rolling;Hand Management;Variable Player Powers,Diceland Series;Ogre/GEV Family
bg195,Attack! Expansion,2003,6.6,,2-6,180  Min,10+,2.86/5,Expansion for Base-game;Miniatures;Negotiation;Political;Wargame;World War II,Action Point Allowance System;Area Movement;Auction/Bidding;Dice Rolling;Player Elimination,
bg196,Attack!,2003,5.9,3745,2-6,180  Min,10+,2.56/5,Economic;Miniatures;Negotiation;Wargame;World War II,Action Point Allowance System;Area Movement;Dice Rolling;Player Elimination;Point to Point Movement,
bg197,Super Bowl,1983,4.6,,2-4,120  Min,12+,2.00/5,Sports,Simulation,Admin: Better Description Needed!;Sports: American Football / Gridiron
bg198,Outside the Scope of BGG,,6.7,2048,,,,1.62/5,Expansion for Base-game,,Admin: Miscellaneous Placeholder
bg199,21 Freeze Out,1986,6.3,,2-6,45  Min,8+,2.00/5,Card Game,Co-operative Play;Partnerships,
bg200,Dispatcher,1958,5.9,9507,2,360  Min,12+,2.63/5,Trains,Point to Point Movement,
bg201,Ninja Wars,1998,4.7,,2-4,30  Min,10+,1.00/5,Card Game;Fighting,Variable Player Powers,Ninja
bg202,Auf Teufel komm raus!,1995,3.9,,2-4,30  Min,8+,1.00/5,Abstract Strategy,Line Drawing;Tile Placement,
bg203,Hast du Worte?,1988,4.3,,2-8,60  Min,10+,0.00/5,Party Game;Word Game,Pattern Recognition;Simultaneous Action Selection,
bg204,Grand Prix,1985,6.0,,1-12,300  Min,12+,2.00/5,Sports,Action Point Allowance System,Sports: Auto Racing
bg205,Playoff,1985,5.4,,2-4,240  Min,10+,0.00/5,Sports,Roll / Spin and Move;Variable Phase Order,Sports: Basketball
bg206,The Six Million Dollar Man,1975,4.0,12445,2-4,45  Min,7+,1.50/5,Movies / TV / Radio theme;Science Fiction;Spies/Secret Agents,Hand Management;Point to Point Movement;Roll / Spin and Move,TV Series: The Six Million Dollar Man
bg207,Sniper! Special Forces: Sniper! Companion Game #2,1988,6.8,7428,2-3,120  Min,12+,3.00/5,Modern Warfare;Wargame,Chit-Pull System;Hex-and-Counter;Variable Phase Order,The Sniper Series
bg208,Top Gun,1986,5.4,11131,2-6,60  Min,12+,1.71/5,Aviation / Flight;Modern Warfare;Movies / TV / Radio theme;Wargame,Hex-and-Counter;Simultaneous Action Selection,
bg209,Attack Vector: Tactical,2004,7.2,3571,2-8,240  Min,12+,4.07/5,Fighting;Miniatures;Science Fiction,Hex-and-Counter;Simulation,
bg210,Battlestar Galactica,1979,6.4,8303,1-12,120  Min,12+,3.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Action / Movement Programming;Hex-and-Counter;Modular Board;Partnerships;Simultaneous Action Selection,Aliens;Battlestar Galactica;Solitaire Games
bg211,3-D Viewmaster Trivia Quiz,1984,6.0,,1-4,10  Min,4+,0.00/5,Children's Game;Trivia,Point to Point Movement,
bg212,Would You Rather...?,1998,4.4,12692,3-8,20  Min,12+,1.23/5,Party Game,Voting,Would You Rather...?
bg213,Yom Kippur,1983,6.9,6390,2-4,120  Min,12+,3.50/5,Modern Warfare;Wargame,Hex-and-Counter,Yom Kippur War
bg214,Sceptre 1027 A.D.,1986,6.4,8243,2-4,120  Min,,2.33/5,Abstract Strategy,Modular Board,
bg215,Affenfelsenspiel,1984,5.8,,2-5,30  Min,7+,0.00/5,Animals;Dice,Roll / Spin and Move,Animals: Apes / Monkeys;Tube Games
bg216,High Ground,1986,6.0,9533,2,60  Min,12+,1.67/5,Wargame,Dice Rolling,
bg217,Zig Zag,,6.5,,2,20  Min,8+,0.00/5,Abstract Strategy,Point to Point Movement,
bg218,The Settlers of Zarahemla,2003,6.9,1968,2-4,90  Min,12+,2.54/5,Ancient;Civilization;Religious,Modular Board;Set Collection;Trading,Catan;Mormon
bg219,The Ark of the Covenant,2003,7.0,929,2-5,30  Min,8+,1.92/5,Ancient;City Building;Religious,Area Control / Area Influence;Tile Placement,Bible Games;Carcassonne
bg220,X-it!,1997,5.1,,2-6,20  Min,12+,3.00/5,Card Game,,
bg221,Trinidad,2003,5.7,,2,10  Min,10+,2.00/5,Abstract Strategy,Area Movement,The Games Collection by Pin International
bg222,Di-Cross,2001,6.2,,2,20  Min,10+,1.50/5,Abstract Strategy;Dice;Math,Dice Rolling,The Games Collection by Pin International
bg223,Mundialito,1985,4.9,,2-5,90  Min,8+,1.00/5,Sports,Area Movement;Roll / Spin and Move;Simulation,Sports: Football / Soccer
bg224,Justice League Hexors Game,2003,5.3,,2-4,20  Min,12+,0.00/5,Collectible Components;Comic Book / Strip;Fighting;Movies / TV / Radio theme,Dice Rolling;Variable Player Powers,Comics: DC Universe;CTGs (Collectible Token Games);Superheroes
bg225,2nd Guess,2000,5.2,,3-12,45  Min,12+,1.00/5,Party Game;Trivia,Co-operative Play;Paper-and-Pencil;Partnerships,
bg226,Big Brother: The Game,2000,3.1,12461,2-6,45  Min,12+,1.50/5,Movies / TV / Radio theme;Party Game,Roll / Spin and Move;Voting,TV Series: Big Brother
bg227,Sixth Sense,1970,4.7,,2-4,30  Min,,0.00/5,Deduction;Memory,Memory;Pattern Recognition,Psychic Powers
bg228,Deutschlandreise,1962,4.3,12562,2-6,45  Min,9+,1.25/5,Travel,Pick-up and Deliver;Roll / Spin and Move,Cities: Bremerhaven;Country: Germany;Journey Through
bg229,Viaduct,1975,5.4,,2-4,20  Min,,0.00/5,Abstract Strategy,Dice Rolling,3D Games;Admin: Better Description Needed!;Connection Games;Ravensburger Casino Series
bg230,Die grosse Auktion,1959,5.4,10525,3-8,60  Min,12+,1.57/5,Card Game;Economic;Negotiation,Auction/Bidding;Set Collection;Trading,
bg231,Minion Hunter,1992,6.1,5720,1-6,60  Min,12+,1.93/5,Horror;Science Fiction,Action Point Allowance System;Co-operative Play;Variable Player Powers,From RPG books to board games
bg232,Wall Street,,4.3,,3-6,45  Min,12+,2.00/5,Economic,Stock Holding,
bg233,Kreuz und Quer,1975,5.0,,2,10  Min,10+,0.00/5,Abstract Strategy;Dice;Fighting;Renaissance,Dice Rolling;Roll / Spin and Move,
bg234,Star Wars: Hoth Ice Planet Adventure Game,1980,4.7,,2-4,20  Min,7+,1.50/5,Movies / TV / Radio theme;Science Fiction;Space Exploration,Point to Point Movement,Star Wars
bg235,Money Card,1972,4.5,,2-6,60  Min,,1.20/5,Educational;Racing;Travel,Point to Point Movement,
bg236,Ballistic Missile,1977,5.0,,2,60  Min,12+,3.00/5,Miniatures;Wargame,Dice Rolling,
bg237,Battleball,2003,6.3,1832,2,45  Min,8+,1.51/5,Miniatures;Science Fiction;Sports,Dice Rolling;Roll / Spin and Move,Sci-Fi Sports
bg238,Insomnie,1990,5.0,,2-6,20  Min,6+,0.00/5,Card Game;Children's Game,,
bg239,Voice of the Mummy,1971,7.0,,2-4,30  Min,7+,1.25/5,Adventure;Dice;Electronic;Fantasy;Maze,Dice Rolling;Roll / Spin and Move;Set Collection,3D Games
bg240,Concentration,1958,5.1,12070,2-5,30  Min,10+,1.59/5,Memory;Movies / TV / Radio theme;Puzzle,Memory;Set Collection,
bg241,The Yuppie Game,1985,5.7,,2-4,45  Min,10+,1.00/5,Economic,Roll / Spin and Move;Set Collection;Stock Holding,
bg242,Successors (second edition),1997,7.0,1911,2-4,180  Min,12+,3.19/5,Ancient;Wargame,Campaign / Battle Card Driven;Point to Point Movement,Country: Greece
bg243,Dune,1984,5.7,8056,2-4,90  Min,10+,2.16/5,Movies / TV / Radio theme;Novel-based;Science Fiction,Betting/Wagering;Dice Rolling;Player Elimination;Roll / Spin and Move;Take That,Dune
bg244,Win Lose or Draw,1988,5.2,12089,3-8,45  Min,12+,1.00/5,Movies / TV / Radio theme;Party Game,Paper-and-Pencil;Partnerships;Roll / Spin and Move,
bg245,TV Scrabble,1987,6.4,,2-6,30  Min,8+,2.00/5,Movies / TV / Radio theme;Word Game,Paper-and-Pencil;Partnerships,Scrabble
bg246,Warrior Quest,1988,0.0,,1-6,90  Min,12+,0.00/5,Adventure;Fighting;Maze,Dice Rolling,
bg247,Pacru,2004,6.7,6447,2-4,45  Min,7+,3.33/5,Abstract Strategy;Game System,Tile Placement,Pacru
bg248,Ultimate Rummy,1995,6.3,,2-6,60  Min,10+,0.00/5,Card Game,Hand Management;Set Collection,Rummy Games;Traditional Card Games
bg249,Air Empire,1961,5.8,,2-4,120  Min,12+,1.83/5,Aviation / Flight;Economic;Industry / Manufacturing;Transportation,Simulation,
bg250,Nautic Miles,1978,5.5,,2-6,60  Min,,1.60/5,Card Game;Nautical;Wargame;World War II,Hand Management;Secret Unit Deployment,
bg251,Mystic Castle,1986,5.0,,2-4,60  Min,,0.00/5,Card Game;Fantasy;Medieval,Pattern Building,
bg252,Cutlass of Fire,1992,4.0,,3-6,60  Min,12+,0.00/5,Card Game;Fantasy;Fighting;Medieval,Role Playing;Tile Placement;Variable Player Powers,
bg253,007 James Bond: The Man with the Golden Gun,1985,5.6,,1,30  Min,8+,1.00/5,Adventure;Movies / TV / Radio theme;Novel-based;Spies/Secret Agents,Modular Board,007 James Bond Action Episode Games;Characters: James Bond;Solitaire Games
bg254,Quarto!,1991,6.8,784,2,20  Min,6+,2.03/5,Abstract Strategy,Pattern Building,Combinatorial;Gigamic Basic;Gigamic Classic;Mensa Select;Promotional Board Games
bg255,Star Wars: The Interactive Video Board Game,1996,5.7,9691,3-6,60  Min,8+,1.85/5,Movies / TV / Radio theme;Science Fiction,,3D Games;Star Wars;VCR Board Games
bg256,Finger-Flick Sports: All-American Edition,1994,5.8,,2,30  Min,6+,0.00/5,Action / Dexterity;Sports,,Finger Flicking Games;Sports: American Football / Gridiron;Sports: Baseball;Sports: Basketball
bg257,Operation Market Garden,1985,6.8,5528,2,120  Min,12+,3.04/5,Wargame;World War II,Dice Rolling;Hex-and-Counter;Secret Unit Deployment,GDW's Double Blind Series
bg258,8th Army: Operation Crusader,1984,6.8,4702,2,120  Min,12+,2.89/5,Wargame;World War II,Hex-and-Counter;Secret Unit Deployment,GDW's Double Blind Series
bg259,Astro Blitz,1968,5.5,,2-3,30  Min,10+,0.00/5,Abstract Strategy,,
bg260,Euro Jump,2002,7.5,,2,10  Min,9+,0.00/5,Abstract Strategy,,
bg261,Schafkopf,1780,7.5,2416,4,30  Min,7+,2.54/5,Card Game,Auction/Bidding;Partnerships;Trick-taking,Traditional Card Games
bg262,Forma o Colore,1999,6.1,,2,10  Min,7+,1.50/5,Abstract Strategy,Pattern Building,
bg263,Skat,1810,7.2,1271,3,30  Min,10+,3.00/5,Card Game,Auction/Bidding;Partnerships;Trick-taking,Card Games: Outplay Games;Cities: Bern;Promotional Board Games;Traditional Card Games
bg264,Jinx,2000,3.4,,2-4,30  Min,8+,1.00/5,Dice,Pattern Building;Roll / Spin and Move,
bg265,Phoney Baloney,2001,4.0,,2-8,60  Min,8+,0.00/5,Educational;Party Game,,
bg266,Brainstrain,2001,6.4,,3-6,45  Min,8+,2.00/5,Deduction;Party Game,,Mensa Select
bg267,Numbskull,2003,8.0,,2-6,45  Min,14+,0.00/5,Memory;Trivia,Memory;Paper-and-Pencil,
bg268,Gold und Rum,2003,5.6,9524,4-7,45  Min,10+,1.69/5,Card Game;Fantasy;Fighting;Humor;Real-time,Card Drafting;Hand Management;Memory;Secret Unit Deployment,
bg269,Pinocchio,1971,3.5,,2-4,30  Min,4+,0.00/5,Children's Game;Movies / TV / Radio theme;Novel-based,Roll / Spin and Move;Set Collection,Celebrities: Walt Disney;Characters: Pinocchio
bg270,The Campaigns of Robert E. Lee,1988,6.8,5968,2,240  Min,,3.86/5,American Civil War;Wargame,Hex-and-Counter,John Prados American Civil War Campaigns
bg271,A Nightmare On Elm Street: The Freddy Game,1989,5.5,,3,90  Min,8+,2.00/5,Card Game;Deduction;Horror,Storytelling,A Nightmare on Elm Street
bg272,9 Tibbit Edition,1992,0.0,,1,60  Min,8+,0.00/5,Dice,Dice Rolling,
bg273,Conquest of the Ring,1970,4.8,,2-4,60  Min,,0.00/5,Fantasy;Novel-based,,
bg274,Timeline,1985,6.4,,2,45  Min,12+,0.00/5,Abstract Strategy,,Time Travel
bg275,Zendo,2001,7.3,573,3-5,60  Min,8+,2.55/5,Abstract Strategy;Deduction;Puzzle,Pattern Recognition;Simultaneous Action Selection,Asian Theme;Looney Pyramids;Mensa Select
bg276,The Hobbit Game,1977,4.8,,2-4,10  Min,4+,2.00/5,Children's Game;Fantasy;Novel-based,,Animals: Dragons;Tolkien Games
bg277,The Siege of Minas Tirith,1975,6.3,,2,120  Min,12+,3.00/5,Fantasy;Novel-based;Wargame,Hex-and-Counter,
bg278,There and Back Again,1977,5.6,,1-2,10  Min,,2.00/5,Fantasy,,
bg279,The Ringbearer,1975,5.4,,4-10,180  Min,,3.00/5,Fantasy;Miniatures;Wargame,,
bg280,The Siege of Barad-Dur 3430,1975,5.7,,,10  Min,12+,2.00/5,Fantasy;Novel-based;Wargame,Hex-and-Counter,Magazine: JagdPanther
bg281,Touché-Coulé infrarouge,1999,6.3,,2,20  Min,,0.00/5,Deduction;Electronic;Nautical,Secret Unit Deployment,Battleship
bg282,Electronic Battleship Advanced Mission,2000,5.8,7744,2,20  Min,8+,1.79/5,Deduction;Electronic;Nautical,Secret Unit Deployment,Battleship
bg283,Baffles: Intriguing Game of Words,1986,4.3,,2-6,90  Min,13+,1.00/5,Puzzle;Word Game,Roll / Spin and Move,
bg284,Bionic Woman,1976,4.5,,2-4,45  Min,7+,1.00/5,Adventure;Children's Game;Movies / TV / Radio theme;Spies/Secret Agents,Variable Player Powers,
bg285,Monopoly: The Card Game,2000,5.6,9481,2-6,30  Min,8+,1.45/5,Card Game;Economic;Negotiation,Set Collection;Trading,Monopoly;Monopoly: short derivatives;Rummy Games
bg286,Teams of Enemies,2000,5.4,10833,4-8,45  Min,12+,1.71/5,Trivia,Partnerships,
bg287,Transformers Armada:  Battle for Cybertron,2003,6.2,5454,2-4,30  Min,8+,1.68/5,Card Game;Fighting;Miniatures;Movies / TV / Radio theme;Science Fiction,Campaign / Battle Card Driven;Roll / Spin and Move;Variable Player Powers,80's Cartoons;Transformers
bg288,Battles of the Ancient World: Marathon and Granicus,2003,6.1,9199,1-2,90  Min,12+,2.00/5,Ancient;Wargame,Hex-and-Counter,Battles of the Ancient World Series;Country: Greece;Magazine: Strategy & Tactics
bg289,Rags To Riches,2003,5.2,,2-4,120  Min,8+,0.00/5,Economic,Roll / Spin and Move;Stock Holding,
bg290,Alien Armada,1983,5.0,,1-4,240  Min,12+,2.00/5,Science Fiction;Space Exploration;Wargame,Hex-and-Counter,Aliens
bg291,Ubiquity,1983,4.4,,2,30  Min,8+,1.00/5,Abstract Strategy,Roll / Spin and Move,
bg292,South Mountain,1984,6.8,6249,2,360  Min,12+,3.07/5,American Civil War;Wargame,Hex-and-Counter;Simulation,South Mountain System
bg293,Dinosaur Chess,1993,7.2,6870,2,60  Min,8+,2.67/5,Abstract Strategy;Animals;Prehistoric,Dice Rolling;Modular Board,Animals: Dinosaurs
bg294,King Hamlet,1978,6.0,,2-8,60  Min,10+,1.00/5,Abstract Strategy;Racing,Roll / Spin and Move;Set Collection,Celebrities: Shakespeare
bg295,Marrakesh,1978,7.0,6320,2,45  Min,,2.00/5,Abstract Strategy;Card Game;Dice,Dice Rolling;Trick-taking,Cities: Marrakech;Country: Morocco;Gammon
bg296,Penumbra,1980,3.0,,2,30  Min,,0.00/5,Abstract Strategy;Racing,Roll / Spin and Move,
bg297,The Simpsons Mystery of Life,1990,4.4,,2-4,20  Min,10+,1.00/5,Humor;Movies / TV / Radio theme;Trivia,Roll / Spin and Move;Set Collection,TV Series: The Simpsons
bg298,Counter Point,1971,5.7,,2-4,10  Min,8+,1.50/5,Abstract Strategy,Pattern Building;Pattern Recognition,Ravensburger Casino Series
bg299,Saturday Night Live Trivia Board Game,1993,5.2,,4-8,60  Min,,1.00/5,Movies / TV / Radio theme;Party Game;Trivia,Acting;Partnerships,
bg300,Cranium Booster Box 1,1998,6.3,,4,60  Min,13+,1.73/5,Action / Dexterity;Expansion for Base-game;Humor;Memory;Party Game,Acting;Line Drawing;Memory;Paper-and-Pencil,Play Dough/Clay Games
bg301,The Duel,1992,5.0,,2,30  Min,12+,2.00/5,Adventure;Fantasy;Medieval;Miniatures,Dice Rolling;Role Playing;Simulation,
bg302,Pferdeäppel,1981,6.0,,2,20  Min,,2.00/5,Abstract Strategy;Animals,Grid Movement;Variable Player Powers,Animals: Horses
bg303,LifeStories,1989,4.1,,2-8,120  Min,6+,1.25/5,Party Game,Dice Rolling;Storytelling,
bg304,Swordplay,1976,5.1,,2,30  Min,12+,2.00/5,Fighting;Medieval,Simultaneous Action Selection,
bg305,The Peloponnesian War,1977,6.0,,2,180  Min,12+,2.00/5,Ancient;Wargame,Hex-and-Counter,Cities: Athens;Cities: Sparta (Greece);Country: Greece
bg306,Dr. Jekyll & Mr. Hyde,1997,6.8,2357,3-4,60  Min,10+,2.41/5,Bluffing;Card Game,Trick-taking,
bg307,River of Death: Battle of Chickamauga September 19-20 1863,1999,7.2,5170,2,360  Min,14+,3.50/5,American Civil War;Wargame,Chit-Pull System;Hex-and-Counter,Great Battles of the American Civil War
bg308,Red Badge of Courage,2001,7.4,3765,2-6,360  Min,12+,3.74/5,American Civil War;Wargame,Chit-Pull System;Hex-and-Counter,Great Battles of the American Civil War
bg309,Laska,1911,6.9,5484,2,30  Min,,2.67/5,Abstract Strategy,Grid Movement,Checkers;Combinatorial
bg310,Tricolor,1930,6.0,,2-3,30  Min,,3.50/5,Abstract Strategy,,
bg311,Treffles Playing Cards,1976,0.0,,2-5,20  Min,,0.00/5,Card Game;Memory,Auction/Bidding;Memory;Partnerships;Set Collection;Trick-taking,
bg312,Scrabble Overturn,1989,5.3,,2-4,45  Min,8+,3.00/5,Word Game,Tile Placement,Scrabble
bg313,Mus,1745,7.8,1433,4,10  Min,7+,2.22/5,Card Game,Betting/Wagering;Partnerships,Traditional Card Games
bg314,The Battle of Saratoga,1976,7.3,,2,180  Min,12+,1.00/5,Age of Reason;American Revolutionary War;Wargame,,Admin: Better Description Needed!
bg315,Hear Me Out,2002,5.0,11850,3-6,60  Min,12+,1.42/5,Humor;Party Game,Storytelling;Voting,
bg316,Bethump'd with Words,1995,5.5,10470,2-8,60  Min,13+,2.00/5,Educational;Trivia,Dice Rolling;Roll / Spin and Move,Bethump'd
bg317,Cabale,1999,6.2,5254,2-4,60  Min,12+,2.50/5,Abstract Strategy,,Goldsieber Royal
bg318,Bethump'd with History,,5.0,,2-8,60  Min,,1.00/5,Educational;Trivia,Roll / Spin and Move,Bethump'd
bg319,Match 'Em,1996,4.8,,2-4,20  Min,7+,1.50/5,Card Game,,
bg320,Tribulation,1974,5.7,9611,1-6,30  Min,8+,1.67/5,Math;Real-time,,
bg321,Letra-Mix,1977,5.2,11364,1-4,20  Min,8+,1.42/5,Word Game,Dice Rolling;Pattern Building,Letter cube games
bg322,Müller & Sohn,1985,4.8,11391,4-6,45  Min,8+,0.00/5,Farming;Industry / Manufacturing;Travel,Roll / Spin and Move,Edition Perlhuhn series at Franckh-Kosmos
bg323,Pharaoh's Quest,1985,4.6,,2,30  Min,12+,0.00/5,Abstract Strategy;Ancient,,Country: Egypt
bg324,Lee vs. Meade,1974,5.4,,2,360  Min,12+,2.00/5,American Civil War;Wargame,Simulation,Command Series Volume I
bg325,Subway Vigilante,1985,4.5,,1-4,60  Min,,1.00/5,Adventure;Humor,Roll / Spin and Move,
bg326,Thrice,2000,6.0,,1,30  Min,,0.00/5,Dice;Word Game,Dice Rolling,
bg327,Super Rack-O,1983,5.9,9124,2-4,30  Min,10+,1.40/5,Card Game,Set Collection,Rack-O;Rummy Games
bg328,Manchu,1988,5.7,9578,2,240  Min,12+,2.71/5,Wargame,Hex-and-Counter,Country: China;Magazine: Strategy & Tactics
bg329,Nix,1999,3.4,,,10  Min,,1.00/5,Card Game,,
