id,name,year,rating,rank,num_players,gameplay_time,age,complexity_weight,category,mechanisms,type
bg3657,Pueblo,2002,6.9,849,2-4,60  Min,10+,2.28/5,Abstract Strategy,Area Enclosure;Tile Placement,3D Games
bg3658,Il gioco dei Medici,1982,6.8,6730,4-6,240  Min,12+,2.60/5,Economic;Negotiation;Renaissance,,
bg3659,Anno 1452,1999,6.0,5847,2-4,90  Min,12+,2.93/5,Medieval;Territory Building,Area Control / Area Influence;Dice Rolling,
bg3660,Tyros,2002,6.5,1859,3-4,90  Min,10+,2.47/5,Ancient;Civilization;Nautical;Negotiation,Trading,Country: Lebanon;Spiele für viele
bg3661,Die Sieben Weisen,2002,6.0,4561,3-5,90  Min,12+,2.41/5,Card Game;Negotiation,Auction/Bidding;Partnerships,Alea Small Box
bg3662,Fraggle Rock,1984,4.6,,2-5,20  Min,7+,1.00/5,Children's Game;Movies / TV / Radio theme,Roll / Spin and Move,
bg3663,Ballast,1998,5.1,10915,2-4,10  Min,6+,1.00/5,Action / Dexterity,,Gigamic Classic
bg3664,Dschunke,2002,6.7,1465,3-4,45-60  Min,10+,2.54/5,Economic,Auction/Bidding,Admin: Better Description Needed!
bg3665,WildLife,2002,6.7,1287,2-6,60-120  Min,10+,3.10/5,Animals;Prehistoric,Area Control / Area Influence;Auction/Bidding;Tile Placement,Admin: Better Description Needed!;Evolution;Safari
bg3666,Against the Reich,1986,6.8,4398,2,360  Min,12+,3.23/5,Wargame;World War II,Action Point Allowance System;Hex-and-Counter,
bg3667,Rally,1980,6.6,7739,2-6,120  Min,10+,1.67/5,Racing;Sports,Modular Board;Variable Player Powers,Sports: Auto Racing
bg3668,Nessie Hunt,1986,5.5,10265,1-5,60  Min,,1.67/5,Nautical,Roll / Spin and Move,Monsters
bg3669,Ponte Vecchio,1996,5.8,9431,3-5,90  Min,12+,2.43/5,Economic,Auction/Bidding,3D Games
bg3670,Victory at Sea,1992,7.1,7630,2,90  Min,12+,2.33/5,Nautical;Wargame;World War II,Area-Impulse,
bg3671,Jack The Ripper,1983,6.8,5987,2,120  Min,12+,2.67/5,Deduction;Murder/Mystery,Secret Unit Deployment,Characters: Jack the Ripper;Cities: London
bg3672,Clash of the Gladiators,2002,5.9,3781,2-5,45  Min,10+,1.52/5,Ancient;Fighting,Dice Rolling;Player Elimination,Admin: Better Description Needed!;Ancient Rome;Gladiators
bg3673,Wooly Bully,2002,6.1,2197,2-4,30  Min,7+,1.67/5,Animals;Bluffing;Farming;Puzzle,Area Enclosure;Hand Management;Tile Placement,Animals: Sheep;Animals: Wolves
bg3674,Hype,1985,5.9,,2-6,90  Min,10+,1.00/5,Economic;Music,Roll / Spin and Move,
bg3675,Cerberus: The Proxima Centauri Campaign,1979,5.9,10029,2,120  Min,12+,2.33/5,Science Fiction;Wargame,Hex-and-Counter,Task Force Games: Pocket Games series
bg3676,Albion: Land of Faerie,1981,6.4,5647,2,120  Min,12+,2.80/5,Fantasy;Wargame,Hex-and-Counter,Country: United Kingdom;Magazine: Ares
bg3677,Planet Busters,1982,5.7,9066,2-4,60  Min,10+,1.64/5,Science Fiction,Chit-Pull System;Dice Rolling,Magazine: Dragon
bg3678,Citadel of Blood,1980,6.3,4969,1-6,30  Min,10+,2.00/5,Adventure;Exploration;Fantasy;Fighting;Maze;Wargame,Co-operative Play;Modular Board;Role Playing;Tile Placement;Variable Player Powers,Magazine: Ares
bg3679,Rescue from the Hive,1981,5.6,9784,1-2,60  Min,12+,2.46/5,Science Fiction;Wargame,Dice Rolling;Grid Movement;Pick-up and Deliver;Secret Unit Deployment,Magazine: Ares;Solitaire Games;Solitaire Wargames
bg3680,Catan: Seafarers,1997,7.2,,3-4,90  Min,10+,2.42/5,Civilization;Expansion for Base-game;Exploration;Nautical;Negotiation,Dice Rolling;Hand Management;Memory;Modular Board;Route/Network Building;Trading,Catan
bg3681,Runngus' Game,1980,3.9,,1-3,10  Min,8+,1.00/5,Action / Dexterity;Science Fiction,,Magazine: Dragon
bg3682,Barbarian Kings,1980,5.8,7525,2-5,120  Min,12+,2.39/5,Fantasy;Negotiation;Wargame,Area Movement;Secret Unit Deployment,Magazine: Ares
bg3683,Beziehungskisten,1994,5.5,,3-8,30-45  Min,7+,1.50/5,Racing,,
bg3684,Perpetual Notion,1993,5.0,11433,2-4,30  Min,10+,1.00/5,Card Game;Word Game,,
bg3685,Carrott's Canny Captions,1994,1.5,,3-6,30  Min,,0.00/5,Humor;Movies / TV / Radio theme;Party Game,,
bg3686,Cash Flow,1987,4.4,,2-6,60  Min,10+,1.67/5,Economic,Roll / Spin and Move;Stock Holding,
bg3687,King Tut,1994,5.0,,2-4,20  Min,8+,0.00/5,Action / Dexterity,,
bg3688,Baywatch: The Game,1996,3.5,,2-6,30  Min,,0.00/5,Movies / TV / Radio theme;Trivia,Roll / Spin and Move,
bg3689,Alien Encounter,1998,2.7,,2,45  Min,12+,0.00/5,Abstract Strategy,Tile Placement,Aliens
bg3690,Hoodwinked,1994,4.0,,2-4,20  Min,6+,0.00/5,Action / Dexterity;Children's Game,Roll / Spin and Move,
bg3691,Gaukelspiel,1998,6.5,,3-4,30  Min,10+,1.00/5,Card Game;Expansion for Base-game,Trick-taking,
bg3692,Little League Lunatics,1999,5.0,,2,45  Min,10+,2.00/5,Card Game;Fighting,,
bg3693,The Powerpuff Girls: Villains at Large Game,2000,6.4,4496,2-4,30  Min,8+,1.29/5,Card Game;Movies / TV / Radio theme,Auction/Bidding;Hand Management,TV Series: The Powerpuff Girls
bg3694,Ukraine '43,2000,7.8,1873,2-4,360  Min,12+,3.50/5,Wargame;World War II,Hex-and-Counter,Country: Ukraine
bg3695,Crisis: A Twisted Laugh at Life,1991,5.6,,2-4,60  Min,10+,1.00/5,Humor,Roll / Spin and Move,
bg3696,NUTS!,1998,6.1,7208,2-4,120  Min,,2.58/5,Card Game;Wargame;World War II,Campaign / Battle Card Driven;Hand Management;Line Drawing,World War 2: Battle of the Bulge
bg3697,Alien Autopsy,1997,4.3,12009,2-4,30  Min,8+,1.25/5,Action / Dexterity;Children's Game,,Aliens
bg3698,Pizarro & Co.,2002,6.6,1486,3-6,45  Min,12+,2.47/5,Exploration;Renaissance,Auction/Bidding,Country: Portugal
bg3699,Bunker Poker,1999,5.0,11068,2-4,20  Min,9+,1.00/5,Dice,Dice Rolling;Secret Unit Deployment,
bg3700,Clue: The Card Game,2002,5.8,5076,3-5,45  Min,8+,1.56/5,Card Game;Deduction;Murder/Mystery,,Cluedo
bg3701,Loopin' Louie,1992,6.9,518,2-4,10  Min,4+,1.05/5,Action / Dexterity;Animals;Aviation / Flight;Children's Game;Electronic,Player Elimination,Animals: Chickens;Celebrities: Walt Disney;Toy Story
bg3702,Lamarckian Poker,1997,6.6,5981,2-6,10  Min,10+,1.61/5,Card Game;Prehistoric,Auction/Bidding;Set Collection;Simultaneous Action Selection,Chief Herman's Next Big Thing;Poker;Traditional Card Games
bg3703,Battlesuit,1983,5.2,11560,2,60  Min,10+,2.31/5,Science Fiction;Wargame,Hex-and-Counter,Magazine: Space Gamer;Ogre/GEV Family
bg3704,Great Walls,2002,5.4,,2-4,60  Min,,0.00/5,Abstract Strategy;Ancient,Area Enclosure;Tile Placement,Tube Games
bg3705,Cat Attack,2002,5.5,10670,2-6,120  Min,10+,1.75/5,Adventure;Fighting;Party Game,Pick-up and Deliver;Role Playing;Roll / Spin and Move;Set Collection,Animals: Cats
bg3706,Imperator,2002,7.5,4896,2,480  Min,12+,2.94/5,Ancient;Wargame,Area Movement,Admin: Better Description Needed!;Ancient Rome;Imperator series;Magazine: Vae Victis
bg3707,Skittles,1801,5.8,9783,2-4,30  Min,6+,1.00/5,Action / Dexterity,,
bg3708,Save Our Bureaucrats,1980,4.5,,2-6,60  Min,,0.00/5,Economic;Political,Roll / Spin and Move,
bg3709,Capital Punishment,1981,4.1,,2-4,60  Min,,1.00/5,Political,Roll / Spin and Move,
bg3710,Magi-Nation Duel,2000,7.0,2946,2-4,60  Min,10+,2.71/5,Card Game;Collectible Components;Fantasy,Hand Management;Player Elimination;Variable Player Powers,CCGs (Collectible Card Games)
bg3711,Damn the Torpedoes!,1995,4.9,11215,2-6,120  Min,12+,1.33/5,American Civil War;Card Game;Wargame,Hand Management,
bg3712,Miss Universe,1997,0.0,,2-4,45  Min,,0.00/5,Economic,Roll / Spin and Move,Admin: Better Description Needed!
bg3713,Gulliver's Travel,2000,0.0,,2,45  Min,8+,0.00/5,Novel-based;Wargame,Campaign / Battle Card Driven,Admin: Better Description Needed!
bg3714,Web of Power: The Duel,2002,6.8,,2,30  Min,12+,2.64/5,Card Game;Expansion for Base-game;Medieval;Print & Play;Territory Building,Area Control / Area Influence;Route/Network Building,
bg3715,Kontor: 3 & 4 player expansion,2002,6.3,,3-4,45  Min,12+,2.00/5,Expansion for Base-game;Nautical,Area Enclosure;Rock-Paper-Scissors;Simultaneous Action Selection;Tile Placement,
bg3716,Star Wars: Epic Duels,2002,7.0,743,2-6,30  Min,10+,1.76/5,Fighting;Miniatures;Movies / TV / Radio theme;Science Fiction,Campaign / Battle Card Driven;Player Elimination;Roll / Spin and Move;Variable Player Powers,Components: Miniatures;Star Wars
bg3717,Star Wars: Jedi Unleashed,2002,4.6,12608,2-5,45  Min,8+,1.48/5,Dice;Fighting;Movies / TV / Radio theme;Science Fiction;Wargame,,Star Wars
bg3718,Holocaust,1980,4.8,,2-6,60  Min,12+,2.00/5,Card Game;Fantasy;Fighting;Miniatures;Science Fiction,Pick-up and Deliver;Roll / Spin and Move;Set Collection,
bg3719,Vier auf einen Streich,2002,4.7,,2-4,10  Min,4+,0.00/5,Children's Game;Memory,,
bg3720,Odyssee,1995,3.9,,2-6,60  Min,10+,0.00/5,Ancient;Nautical,,
bg3721,Der Blaumilch-Kanal,1999,4.0,,3-6,90  Min,12+,1.50/5,Word Game,Tile Placement,Admin: Better Description Needed!
bg3722,Russian Front,1985,7.1,1664,2,1200  Min,12+,3.34/5,Wargame;World War II,Dice Rolling;Hex-and-Counter;Simulation,Country: Russia
bg3723,Maskenball Venezia,1999,5.4,10807,5-12,20  Min,10+,1.11/5,Card Game,,Cities: Venice;Country: Italy
bg3724,Osiris,1995,4.7,,2-4,60  Min,10+,2.00/5,Ancient,Secret Unit Deployment,
bg3725,Bloody Mary,1995,4.6,,2-6,30  Min,16+,1.00/5,Card Game;Dice,,
bg3726,König Artus Tafelrunde,1993,5.9,9274,2-6,45  Min,10+,1.67/5,Card Game,Trick-taking,The Legend of King Arthur and the Knights of the…
bg3727,Dumm Gelaufen!,1998,5.6,9492,2-6,30  Min,10+,1.25/5,Card Game,,Ravensburger Kartenspiele
bg3728,Athos,1993,5.5,10151,2-4,45  Min,12+,2.00/5,Abstract Strategy,Action Point Allowance System;Tile Placement,Sports: Mountain climbing
bg3729,Plan-Cheroli,1991,6.1,,2-6,45  Min,8+,0.00/5,Abstract Strategy,Modular Board,
bg3730,Grabsch,1998,4.3,,2-4,20  Min,6+,1.00/5,Card Game;Prehistoric;Real-time,Set Collection,
bg3731,Schleck und weg!!,2002,5.0,11136,3-6,10  Min,4+,1.00/5,Action / Dexterity;Children's Game,Roll / Spin and Move,Animals: Bears
bg3732,In Dubio Pro Reo,1995,5.0,,4-8,30  Min,12+,0.00/5,Card Game,,
bg3733,Block Mania,1987,6.4,3004,2,120  Min,14+,2.69/5,Comic Book / Strip;Science Fiction;Wargame,Action Point Allowance System;Dice Rolling,Characters: Judge Dredd
bg3734,Die Druiden,1995,5.0,,2-5,45  Min,10+,2.00/5,Ancient;Fantasy,Roll / Spin and Move,
bg3735,Denkste!?,1983,4.0,,2-4,20  Min,8+,0.00/5,Abstract Strategy;Dice;Racing,Roll / Spin and Move,Admin: Better Description Needed!
bg3736,Machu Picchu,1998,4.7,11609,2-4,40  Min,12+,1.67/5,Ancient,Simultaneous Action Selection,Country: Peru
bg3737,Ostindien Company,1996,4.8,,3-5,45  Min,10+,2.00/5,Bluffing;Nautical,Pick-up and Deliver,
bg3738,Im Rampenlicht,1994,4.8,,2-6,30  Min,12+,0.00/5,Card Game,Hand Management,Admin: Better Description Needed!
bg3739,Anticipation,1987,5.8,8418,2-4,30  Min,8+,1.22/5,Animals,Roll / Spin and Move;Set Collection,Animals: Ants
bg3740,Hack Attack,2000,4.1,11972,2,10  Min,10+,1.50/5,Abstract Strategy;Deduction,Modular Board;Pattern Building;Tile Placement,
bg3741,Wallenstein (first edition),2002,7.5,232,3-5,150  Min,12+,3.31/5,Economic;Renaissance;Territory Building,Action / Movement Programming;Action Point Allowance System;Area Control / Area Influence;Area Movement;Simultaneous Action Selection;Variable Phase Order,Country: Germany
bg3742,Air Cav,1985,5.9,7699,2,90  Min,12+,2.83/5,Aviation / Flight;Modern Warfare;Wargame,Hex-and-Counter,
bg3743,Irono Ofubi,1995,4.3,,2,20  Min,12+,1.00/5,Abstract Strategy,Tile Placement,
bg3744,Challenge the Zodiac,1997,1.0,,2-6,45  Min,,0.00/5,Trivia,Roll / Spin and Move,Astrology
bg3745,1776,1974,6.4,2259,2,120  Min,12+,3.11/5,Age of Reason;American Indian Wars;American Revolutionary War;Wargame,Dice Rolling;Hex-and-Counter,
bg3746,Traverse,1987,6.0,5399,2-4,30  Min,7+,1.97/5,Abstract Strategy,,Mensa Select
bg3747,Lügenbeutel,1978,5.3,11154,2-8,30  Min,8+,1.36/5,Bluffing;Card Game,Hand Management,
bg3748,Die LeuchtturmArchitekten,1995,4.7,,2-4,30  Min,,0.00/5,Card Game,Tile Placement,
bg3749,Prussia's Glory,2002,6.6,4248,1-2,180  Min,12+,2.84/5,Age of Reason;Wargame,Hex-and-Counter,Age of Kings
bg3750,Royal Hearts,2001,6.4,7094,2-6,30  Min,,1.63/5,Card Game,Trick-taking,Traditional Card Games
bg3751,Heave Ho!,2002,6.3,2445,2,45  Min,10+,1.30/5,Card Game;Real-time,Hand Management,Kosmos two-player series
bg3752,Neutreeko,2001,6.1,8605,2,10  Min,,1.67/5,Abstract Strategy;Print & Play,Pattern Building;Point to Point Movement,Combinatorial
bg3753,Vernissage,1993,6.3,4451,3-5,60  Min,12+,2.69/5,Economic;Negotiation,Auction/Bidding;Commodity Speculation;Dice Rolling,
bg3754,The Game of Life: A Jedi's Path,2002,5.3,12306,2-4,60  Min,9+,1.38/5,Movies / TV / Radio theme;Science Fiction,Roll / Spin and Move,Game of Life;Star Wars
bg3755,Die Pyramiden des Jaguar,2002,6.1,2800,2,45  Min,10+,1.72/5,Card Game,Card Drafting;Hand Management,Kosmos two-player series
bg3756,Soccerboss,1969,5.6,,4-8,120  Min,,1.00/5,Sports,Variable Player Powers,Sports: Football / Soccer
bg3757,Slapstick,1975,4.5,,2-4,30  Min,,0.00/5,Children's Game;Movies / TV / Radio theme,Roll / Spin and Move,Characters: Laurel and Hardy
bg3758,Railroader,1963,5.2,11552,2-4,60  Min,8+,1.50/5,American West;Children's Game;Racing;Trains,Press Your Luck;Roll / Spin and Move;Tile Placement,
bg3759,Chartbuster,1970,7.1,,2-6,120  Min,,2.00/5,Music,,
bg3760,Frag Fire Zone,2002,6.3,,2-6,45  Min,12+,1.86/5,Expansion for Base-game;Fighting;Science Fiction;Video Game Theme,Dice Rolling,
bg3761,The Scotch Whisky Game,1988,4.3,,2-6,90  Min,16+,0.00/5,Card Game;Economic;Trivia,Roll / Spin and Move;Stock Holding;Trading,Country: Scotland
bg3762,Hans Dampf,1989,4.7,11369,4-8,30  Min,10+,1.50/5,Racing;Trains,,Tube Games
bg3763,Waterworks,1972,5.4,11921,2-5,30  Min,8+,1.22/5,Card Game,Take That;Tile Placement,
bg3764,Peloton,1991,6.8,,1-12,30  Min,10+,2.40/5,Racing;Sports,Simulation,Sports: Bicycle / Cycling
bg3765,Die Perlen der Scheherazade,1992,5.8,,3-6,60  Min,10+,0.00/5,Arabian;Racing,Auction/Bidding;Point to Point Movement,Animals: Camels
bg3766,Karmas,1992,5.3,,1-100,30  Min,9+,0.00/5,Dice,,
bg3767,Outside the Scope of BGG,,6.7,2045,,,,1.62/5,Expansion for Base-game,,Admin: Miscellaneous Placeholder
bg3768,Illegal,2000,4.1,,2-6,30  Min,10+,1.33/5,Card Game,,
bg3769,Ganoven Jagd,1983,5.7,,2,20  Min,8+,2.00/5,Abstract Strategy;Murder/Mystery,,
bg3770,Hol's der Teufel,1996,5.0,,3-5,20  Min,8+,1.00/5,Card Game,Hand Management,
bg3771,Lobo 77,1993,5.7,8049,2-8,30  Min,8+,1.07/5,Card Game,,Characters: Lauras Stern
bg3772,Nimm's Leich!,1997,6.1,9084,3-6,20  Min,10+,1.00/5,Bluffing;Card Game,,Goldsieber à la Carte
bg3773,Diceland: Deep White Sea,2002,6.5,3330,2-5,20  Min,10+,1.92/5,Action / Dexterity;Collectible Components;Dice;Fantasy;Fighting;Science Fiction,Dice Rolling;Variable Player Powers,Diceland Series
bg3774,Advance to Boardwalk,1985,5.3,12212,2-4,60  Min,8+,1.56/5,Economic,Area Control / Area Influence;Dice Rolling;Hand Management;Take That,Monopoly
bg3775,Hard Vacuum,2000,7.3,4203,2-8,45  Min,12+,2.71/5,Fighting;Science Fiction;Wargame;World War II,Action / Movement Programming;Hex-and-Counter;Simulation;Simultaneous Action Selection,
bg3776,Burn Rate,2002,6.0,3885,2-4,45  Min,13+,1.60/5,Card Game;Economic,Card Drafting;Hand Management;Take That,
bg3777,Soccerama,1968,5.3,,2-6,60  Min,,1.50/5,Dice;Sports,Auction/Bidding;Variable Player Powers,Sports: Football / Soccer
bg3778,Go For Broke,1965,4.5,12697,2-4,60  Min,10+,1.11/5,Economic;Humor,Betting/Wagering;Dice Rolling;Roll / Spin and Move;Stock Holding,
bg3779,Lone Wolf and Cub Game,1989,4.2,12533,1-2,60  Min,12+,1.83/5,Adventure,Role Playing,Anime & Manga
bg3780,Admiral On Deck,2001,7.0,,1-2,90  Min,,2.00/5,Expansion for Base-game;Nautical;Print & Play;Wargame,Action Point Allowance System;Hex-and-Counter,Queen Victoria's Navy
bg3781,Sea-Life,1997,5.2,,2-6,20  Min,10+,1.00/5,Card Game,,
bg3782,Solo,1993,5.5,11117,2-10,30  Min,6+,1.03/5,Card Game,,Characters: Lauras Stern;Eights Group;Shedding Games;UNO;Die wilden Fussballkerle
bg3783,Santa Fe Rails,2001,6.8,1479,2-5,60  Min,12+,2.51/5,Trains,Card Drafting;Route/Network Building;Simultaneous Action Selection;Stock Holding,Admin: Better Description Needed!;Cities: Santa Fe (New Mexico USA);Santa Fe System
bg3784,Die Safeknacker,1996,5.9,9591,3-5,30  Min,10+,1.50/5,Card Game,,
bg3785,Breakthru,1965,5.7,7147,2,15  Min,10+,2.03/5,Abstract Strategy;Nautical,Point to Point Movement,3M Bookshelf Series;Tafl
bg3786,Schaska,1973,5.6,,2,20  Min,10+,1.00/5,Abstract Strategy;Racing,Modular Board,Ravensburger Traveller Series
bg3787,Wer ist der Täter?,1989,5.8,,2-12,20  Min,10+,1.00/5,Card Game;Deduction;Murder/Mystery,,
bg3788,Gouda! Gouda!,2002,5.2,12118,2-6,45  Min,8+,1.17/5,Animals;Children's Game,Roll / Spin and Move,Animals: Mice
bg3789,World War II: Barbarossa to Berlin,2002,7.2,970,2,420  Min,14+,3.57/5,Wargame;World War II,Campaign / Battle Card Driven;Point to Point Movement,Cities: Berlin (Germany);Country: Germany
bg3790,Tide of Fortune,1993,6.0,10042,1-2,360  Min,12+,3.14/5,Wargame;World War II,Hex-and-Counter,Battles for France Series;Westwar System
bg3791,Junk Yard,2002,6.0,,2-6,60  Min,9+,3.00/5,Abstract Strategy,Area Enclosure;Tile Placement;Trick-taking,
bg3792,Musketeers,1985,5.3,10585,1-3,60  Min,12+,1.75/5,Fighting;Medieval;Wargame,Area Movement;Dice Rolling,
bg3793,Wie Hund und Katz!,2002,5.6,9932,2-6,30  Min,10+,1.50/5,Animals;Card Game,,Animals: Cats;Animals: Dogs
bg3794,Affenraffen,2002,6.0,7643,2-6,20  Min,6+,1.14/5,Animals;Children's Game;Memory,Set Collection,
bg3795,Anagrams,1910,6.5,6776,2-6,45  Min,8+,2.00/5,Word Game,,
bg3796,Jumpin,1964,5.5,10809,2,15  Min,8+,1.67/5,Abstract Strategy,Grid Movement,3M Bookshelf Series;Halma
bg3797,Lexicon,1933,5.9,8757,1-4,30  Min,8+,1.50/5,Card Game;Game System;Word Game,,
bg3798,Fast Freddy's Hong Kong Dice Game,1983,5.3,,2-6,10  Min,8+,0.00/5,Dice,Dice Rolling,Animals: Dragons;Country: Hong Kong
bg3799,Tripjat,1996,5.7,,2-3,30  Min,,2.00/5,Card Game,Tile Placement,
bg3800,Gumshoe,1985,7.1,4204,1-6,120  Min,12+,2.89/5,Deduction;Murder/Mystery,Storytelling,
bg3801,Das Zeitungsspiel,1995,5.0,,2-5,45  Min,9+,0.00/5,,Tile Placement,
bg3802,Trödeln,1998,5.7,,2-6,30  Min,10+,1.00/5,Dice;Racing,Betting/Wagering;Roll / Spin and Move,
bg3803,John Carter: Warlord of Mars,1979,6.4,5130,2-6,180  Min,12+,2.93/5,Fantasy;Fighting;Novel-based;Science Fiction;Wargame,Hex-and-Counter;Variable Player Powers,Admin: Better Description Needed!;Mars
bg3804,Circus Flohcati,1998,6.6,1216,2-5,15  Min,6+,1.24/5,Card Game,Card Drafting;Press Your Luck;Set Collection,Animals: Fleas;Circus;Crowdfunding: Kickstarter;The Mike Line
bg3805,Connections,1991,5.7,9134,2,10  Min,10+,1.61/5,Abstract Strategy,Pattern Building;Tile Placement,Combinatorial;Connection Games
bg3806,September,1985,5.2,10618,2,20  Min,4+,2.00/5,Abstract Strategy,Tile Placement,
bg3807,Zamix,1998,2.0,,3-8,20  Min,8+,0.00/5,Card Game,,
bg3808,San Gimignano,2002,5.4,10831,2-4,45  Min,9+,1.86/5,Abstract Strategy,Area Enclosure;Modular Board,
bg3809,Scrabble Crossword Cubes Game,1964,5.5,10565,1-6,10  Min,10+,1.00/5,Dice;Word Game,,Letter cube games;Scrabble
bg3810,Kaos The Game,2002,5.5,,2-4,45  Min,10+,3.00/5,Abstract Strategy,,
bg3811,The Company War,1983,5.8,,2-4,60  Min,10+,2.50/5,Novel-based;Science Fiction;Wargame,Hex-and-Counter;Point to Point Movement,
bg3812,20 Questions,1988,5.7,8453,2-7,30  Min,8+,1.36/5,Deduction;Party Game;Trivia,,20 Questions
bg3813,The Inventors,1974,5.4,11730,3-4,60  Min,9+,1.42/5,,Roll / Spin and Move,
bg3814,The Amazing Spider-Man Game,1993,3.0,,2-4,30  Min,4+,2.00/5,Children's Game;Comic Book / Strip,Roll / Spin and Move,Cities: New York (New York USA);Comics: Marvel Universe;Superheroes
bg3815,Bargain Hunter,1998,6.8,1678,3-4,60  Min,10+,1.88/5,Card Game,Trick-taking,
bg3816,ReBoot Mainframe Game,1995,1.0,,2-6,30  Min,5+,1.00/5,Children's Game;Movies / TV / Radio theme,Roll / Spin and Move,
bg3817,Chancer: The Game,,2.7,,2-6,60  Min,,0.00/5,Movies / TV / Radio theme,Roll / Spin and Move,
bg3818,Sharpe's Attack,1996,6.1,,2,45  Min,8+,2.00/5,Movies / TV / Radio theme;Napoleonic,Rock-Paper-Scissors,
bg3819,Die heisse Schlacht am kalten Buffet,1974,6.2,3342,2-6,20  Min,6+,1.27/5,Animals;Dice,Dice Rolling;Press Your Luck;Roll / Spin and Move,Animals: Kangaroos;Animals: Turtles;Food / Cooking
bg3820,Kerrunch,1991,5.4,10275,2,90  Min,8+,2.25/5,Fantasy;Sports;Wargame,Action Point Allowance System,Fantasy Sports;Warhammer Fantasy Wargames
bg3821,Stratego: Star Wars,2002,6.0,4940,2,30  Min,8+,1.68/5,Abstract Strategy;Bluffing;Deduction;Fantasy;Fighting,Area Movement;Memory;Secret Unit Deployment,Star Wars;Stratego Series
bg3822,Snowboard,2002,3.5,,2-6,60  Min,12+,0.00/5,Racing;Sports,,Sports: Winter Sports
bg3823,Bill: Le jeu,2002,0.0,,2-6,90  Min,8+,3.00/5,Movies / TV / Radio theme;Puzzle;Real-time;Trivia,Roll / Spin and Move,
bg3824,Ivanhoë,2002,4.4,12353,3-6,45  Min,7+,1.29/5,Medieval,,
bg3825,Quiddler,1998,6.0,2537,1-8,30  Min,8+,1.45/5,Card Game;Word Game,Hand Management;Set Collection,Mensa Select;Rummy Games
bg3826,Friends,1999,4.3,12252,4-10,30  Min,13+,1.80/5,Movies / TV / Radio theme;Party Game;Trivia,,TV Series: Friends
bg3827,Loft Story,2001,0.0,,3-18,30  Min,12+,0.00/5,Party Game,Partnerships,
bg3828,Outlaw & Posse,1978,5.5,,2,30  Min,7+,1.00/5,Abstract Strategy;American West;Children's Game,Point to Point Movement,
bg3829,Public Assistance,1980,4.5,11890,2-4,90  Min,18+,1.67/5,Economic;Political,Roll / Spin and Move,
bg3830,Monopoly: The Simpsons,2001,5.2,12521,2-6,120  Min,8+,1.77/5,Children's Game;Economic;Movies / TV / Radio theme;Negotiation,Auction/Bidding;Roll / Spin and Move;Set Collection;Trading,Monopoly;TV Series: The Simpsons
bg3831,Cross Over,2002,6.7,,2,10  Min,,0.00/5,Abstract Strategy,Roll / Spin and Move,
bg3832,Chiamo!,2002,5.5,,2-4,45  Min,8+,1.86/5,Card Game,Auction/Bidding;Partnerships;Trick-taking,Traditional Card Games
bg3833,Kooky Kalooki,2002,5.4,,3-6,60  Min,8+,1.00/5,Bluffing;Card Game,Auction/Bidding;Hand Management;Set Collection,Rummy Games
bg3834,Eye of Horus,2002,5.2,10900,2-8,45  Min,7+,1.40/5,Bluffing;Card Game,,Card Games: Card Fishing;Country: Egypt
bg3835,SeaNochle,2002,3.9,,2-6,90  Min,8+,1.00/5,Bluffing;Card Game,Auction/Bidding;Partnerships;Trick-taking,
bg3836,Arkham Horror,1987,6.6,2742,1-8,180  Min,12+,2.31/5,Adventure;Horror;Novel-based,Co-operative Play,Cthulhu Mythos
bg3837,Frank's Zoo,1999,6.6,1012,3-7,60  Min,10+,1.53/5,Animals;Card Game,Hand Management;Partnerships;Trick-taking,Climbing Games;Shedding Games
bg3838,Undercover,2000,5.7,,2-4,30  Min,10+,1.00/5,Card Game,,
bg3839,Modigliani,1993,6.8,,2-6,60  Min,10+,2.00/5,,Auction/Bidding;Roll / Spin and Move;Set Collection,
bg3840,Rise and Fall,1989,6.5,4927,1-6,180  Min,12+,2.38/5,Ancient;Wargame,Area Control / Area Influence;Area Movement;Variable Player Powers,Ancient Rome
bg3841,The Legend of Landlock,1988,5.8,5765,2-4,20  Min,8+,1.25/5,Abstract Strategy,Tile Placement,Mensa Select
bg3842,Tin Soldiers,2002,5.9,6584,3-5,30  Min,10+,1.67/5,Card Game,Hand Management;Partnerships;Trick-taking,Food / Cooking
bg3843,Lines of Action,1969,7.1,2154,2,20  Min,10+,2.76/5,Abstract Strategy,Grid Movement;Pattern Building,Abacus wood box;Combinatorial;Gamut of Games
bg3844,Key Whiz,1990,0.0,,2-4,20  Min,10+,0.00/5,Abstract Strategy;Card Game,,
bg3845,This Accursed Civil War,2002,7.5,2134,2,240  Min,12+,3.47/5,Civil War;Pike and Shot;Wargame,Hex-and-Counter,Age of Kings;English Civil War;Musket & Pike Battle Series
bg3846,The Napoleonic Wars,2002,7.0,1426,2-5,240  Min,12+,3.46/5,Napoleonic;Wargame,Campaign / Battle Card Driven,GMT Napoleonic Wars Series
bg3847,Halleluja,2002,5.5,,2-4,30  Min,10+,2.00/5,Abstract Strategy,,
bg3848,Drive on Paris,2000,7.0,3880,2,300  Min,12+,2.76/5,Wargame;World War I,Dice Rolling;Hex-and-Counter,Cities: Paris (France);Standard Combat Series
